canonical_item_code	standard_item_name	standard_sku_name	minimal_required_specs	standard_uom	source_uoms	unit_resolution	brand	aliases	removed_default_fields	default_fill_basis	merged_from_item_codes	merged_count	merge_reasons	governance_reasons	target
MAT-000092	收纳箱	收纳箱 85*65	尺寸：85*65cm	个	个	来源单位一致		85*65大收纳箱；收纳箱	规格：大	材质默认塑料；尺寸85*65来自原始规格，cm单位假设	MAT-000092	1		尺寸是主要区分规格，删除模糊的‘大’规格，材质默认塑料	包装覆盖周转/容器周转箱/收纳箱
MAT-000080	麻袋	麻袋 70*100	尺寸：70*100	条	条	来源单位一致		70*100麻袋；麻袋	材质：麻	材质默认为麻（物料名称），尺寸来自输入	MAT-000080	1		保留尺寸作为关键规格，删除默认材质，统一单位条	包装覆盖周转/包装袋/吨袋/麻袋
MAT-000223	麻袋	麻袋 80*120	尺寸：80*120	条	条	来源单位一致		大麻袋；麻袋	材质：麻	"材质默认为麻（物料名称）；尺寸根据规格""大号""推断为常见大号麻袋尺寸80*120"	MAT-000223	1		补充推断尺寸80*120，删除默认材质，统一单位条	包装覆盖周转/包装袋/吨袋/麻袋
TOOL-000235	泥桶	泥桶 5L	材质：塑料；容量：5L	只	只	来源单位一致		泥桶	用途：泥浆/砂浆	容量和材质缺失，基于常见采购规格默认为5L塑料泥桶	TOOL-000235	1		原始缺少容量和材质，按最常见规格补齐；删除默认用途字段	包装覆盖周转/容器周转箱/泥桶
MAT-000165	方桶	方桶 6L 带盖 牛筋	材质：牛筋；容量：6L；配置：带盖	只	只	来源单位一致		牛筋带盖方桶6L(蕰川路)；牛筋带盖方桶6L；带盖方桶			MAT-000165	1		保留材质、容量、带盖作为关键规格；删除地点备注（非规格）；别名保留原始输入	包装覆盖周转/容器周转箱/方桶
MAT-000063	纸箱	纸箱 70*50	尺寸：70*50	个	个	来源单位一致		70*50纸箱；纸箱	材质：瓦楞纸（行业默认）	原始信息缺失高度，初始SKU仅保留长宽70*50	MAT-000063	1		规格字段仅保留已知尺寸70*50，高度缺失未补；材质为行业默认瓦楞纸已删除；单位使用个。	包装覆盖周转/容器周转箱/纸箱
CHEM-000129	不干胶标签	不干胶标签 30mm*10mm	材质：哑银PET；尺寸：30mm*10mm；每卷张数：5000张	卷	卷	来源单位一致		哑银pet条码不干胶贴纸30mm*10mm*5000张；PET条码不干胶标签			CHEM-000129	1		材质、尺寸、每卷张数已提取，行业默认字段未涉及。	包装覆盖周转/胶带标签/不干胶标签
CHEM-000128	不干胶标签	不干胶标签 40mm*25mm	材质：哑银PET；尺寸：40mm*25mm；每卷张数：1200张	卷	卷	来源单位一致		哑银pet条码不干胶贴纸40mm*25mm*1200张；PET条码不干胶标签			CHEM-000128	1		材质、尺寸、每卷张数已提取，行业默认字段未涉及。	包装覆盖周转/胶带标签/不干胶标签
CHEM-000031	美纹纸胶带	美纹纸胶带 5cm 黄色	宽度：5cm；颜色：黄色	米	米	来源单位一致		黄色美纹纸5CM；美纹纸		宽度和颜色为关键规格，长度按米计量，无需指定长度	CHEM-000031	1		保留宽度和颜色作为最小规格，按米计量；品牌、厚度缺失不强制；别名已收录	包装覆盖周转/胶带标签/美纹纸胶带
CHEM-000044	双面胶带	双面胶带 泡沫 10mm	基材：泡沫；宽度：10mm；长度：5m	卷	卷	来源单位一致		泡沫双面胶	类型:双面胶；基材按规格字段维护	宽度和长度按常见采购口径推断为10mm和5m；单位从件改为卷	CHEM-000044	1		缺失宽度和长度，按常见规格补齐；删除重复类型描述；统一单位为卷	包装覆盖周转/胶带标签/双面胶带
CHEM-000083	双面胶带	双面胶带 泡沫 厚 10mm	基材：泡沫；宽度：10mm；长度：5m；厚度：厚	卷	卷	来源单位一致		厚泡沫双面胶；泡沫双面胶	基材按规格字段维护	宽度和长度按常见采购口径推断为10mm和5m；特征'厚'保留为厚度值	CHEM-000083	1		缺失宽度、长度和厚度具体数值，按常见规格补齐厚度保留描述	包装覆盖周转/胶带标签/双面胶带
CHEM-000145	双面胶带	双面胶带 泡沫棉 10mm	基材：泡沫棉；宽度：10mm；长度：5m	卷	卷	来源单位一致	3M	10mm宽泡沫棉双面胶3M；泡沫棉双面胶	基材按规格字段维护	长度按常见采购口径推断为5m	CHEM-000145	1		缺失长度，按常见规格补齐；品牌保留	包装覆盖周转/胶带标签/双面胶带
CHEM-000039	双面胶带	双面胶带 海绵 10mm	基材：海绵；宽度：10mm；长度：5m	卷	卷	来源单位一致		海绵双面胶	类型:双面胶；基材按规格字段维护	宽度和长度按常见采购口径推断为10mm和5m	CHEM-000039	1		缺失宽度和长度，按常见规格补齐；删除重复类型描述	包装覆盖周转/胶带标签/双面胶带
MAT-000027	保鲜膜	保鲜膜 大卷	规格：大卷	卷	卷	来源单位一致		保鲜膜大卷；保鲜膜		原始规格仅提供'大卷'，未指定具体宽度、长度、厚度，初始SKU暂以'大卷'为规格，后续需补充具体尺寸。	MAT-000027	1		保留原始规格'大卷'，删除无意义'无'，单位统一为卷。	包装覆盖周转/覆盖材料/保鲜膜
MAT-000021	彩条布	彩条布 12m*30m	宽度：12米；长度：30米	㎡	㎡	来源单位一致		12*30米彩条布；彩条布			MAT-000021	1		保留宽度和长度规格，无其他关键字段	包装覆盖周转/覆盖材料/彩条布
MAT-000172	彩条布	彩条布 4m*30m	宽度：4米；长度：30米	㎡	㎡	来源单位一致		彩条布4米；彩条布；4米彩条布	类型：彩条布	长度原始缺失，根据常见规格推断为30米；宽度和长度原始缺失，根据常见规格推断为4米宽30米长	MAT-000172；MAT-000179；SAFE-000030	3	宽度相同，长度推断一致，无颜色差异，疑似重复；与MAT-000172、SAFE-000030尺寸推断一致，疑似重复；与MAT-000172、MAT-000179尺寸推断一致，疑似重复	补齐缺失长度，与同组SKU规格一致；删除无意义类型字段，补齐宽度和长度	包装覆盖周转/覆盖材料/彩条布
MAT-000168	彩条布	彩条布 三色 4m*30m	宽度：4米；长度：30米；颜色：三色	㎡	㎡	来源单位一致		三色彩条布4m*30m；彩条布			MAT-000168	1		保留宽度、长度和颜色，颜色为关键差异	包装覆盖周转/覆盖材料/彩条布
MAT-000187	碳带	碳带 90mm*300m	材质：全树脂基；宽度：90mm；长度：300米	卷	卷	来源单位一致		进口全树脂基碳带90mm*300米；全树脂基碳带	进口：是（非关键，已放入别名）；树脂基/宽度/长度按规格字段维护		MAT-000187	1		保留材质、宽度、长度关键规格；删除进口非关键属性，已放入别名；单位统一为卷。	包装覆盖周转/胶带标签/碳带
CHEM-000101	封箱胶带	封箱胶带 48mm*100m	宽度：48mm；长度：100m	卷	卷	来源单位一致	3M	封箱带；封箱胶带；3M透明胶带；透明胶带	类型：封箱带；颜色：透明	宽度、长度缺失，按常见封箱胶带规格48mm*100m补齐	CHEM-000101；CHEM-000127；CHEM-000147	3	standard_sku_name和minimal_required_specs一致	补齐宽度和长度，删除冗余类型字段。；补齐宽度和长度，保留品牌到brand字段，删除默认颜色透明。；补齐宽度和长度，删除默认颜色透明。	包装覆盖周转/胶带标签/封箱胶带
CHEM-000052	封箱胶带	封箱胶带 5mm*100m	宽度：5mm；长度：100m	卷	卷	来源单位一致		5mm透明胶带100米；透明胶带	颜色：透明		CHEM-000052	1		保留原始宽度5mm、长度100m；删除默认颜色透明。	包装覆盖周转/胶带标签/封箱胶带
SAFE-000051	油布	油布	规格：通用	㎡	㎡	来源单位一致		油布	类型：油布；品类：油布	原始缺失尺寸和特征，按普通油布通用处理；后处理补齐：原输出最小规格为空，按初始物料清单口径设为规格：通用	SAFE-000051；SAFE-000084	2	标准SKU名称和最小规格相同，均无尺寸且无特征	无尺寸无特征，删除冗余类型字段；后处理补齐：原输出最小规格为空，按初始物料清单口径设为规格：通用；无尺寸无特征，删除冗余品类字段	包装覆盖周转/覆盖材料/油布
MAT-000188	油布	油布 10m*8.5m	尺寸：10m*8.5m	㎡	㎡	来源单位一致		油布10m*8.5m；油布			MAT-000188	1		尺寸明确，无加厚特征。	包装覆盖周转/覆盖材料/油布
MAT-000167	油布	油布 10m*8m 加厚	尺寸：10m*8m；特征：加厚	㎡	㎡	来源单位一致		加厚油布10米*8米；加厚油布			MAT-000167	1		尺寸明确，加厚特征保留。	包装覆盖周转/覆盖材料/油布
MAT-000166	油布	油布 12m*12m 加厚	尺寸：12m*12m；特征：加厚	㎡	㎡	来源单位一致		加厚油布12米*12米；加厚油布			MAT-000166	1		尺寸明确，加厚特征保留。	包装覆盖周转/覆盖材料/油布
MAT-000237	油布	油布 4m*4m 加厚	尺寸：4m*4m；特征：加厚	块	块	来源单位一致		加厚油布4m*4m；油布			MAT-000237	1		尺寸明确，加厚特征，按块采购。	包装覆盖周转/覆盖材料/油布
MAT-000173	油布	油布 4m*6m	尺寸：4m*6m	㎡	㎡	来源单位一致		油布4米*6米；油布			MAT-000173	1		尺寸明确，无加厚特征。	包装覆盖周转/覆盖材料/油布
MAT-000238	油布	油布 4m*8m 加厚	尺寸：4m*8m；特征：加厚	块	块	来源单位一致		加厚油布4m*8m；油布			MAT-000238	1		尺寸明确，加厚特征，按块采购。	包装覆盖周转/覆盖材料/油布
MAT-000224	油布	油布 6m*6m 加厚	尺寸：6m*6m；特征：加厚	块	块	来源单位一致		加厚油布6m*6m；油布			MAT-000224	1		尺寸明确，加厚特征，按块采购。	包装覆盖周转/覆盖材料/油布
SAFE-000034	油布	油布 加厚	特征：加厚	㎡	㎡	来源单位一致		加厚油布；油布；油布加厚		原始缺失尺寸，按通用加厚油布处理，按平方米采购	SAFE-000034；SAFE-000056；SAFE-000069	3	标准SKU名称和最小规格相同，均无尺寸且加厚	无尺寸，保留加厚特征，单位统一为㎡	包装覆盖周转/覆盖材料/油布
MAT-000146	膨润土	膨润土 抗盐	类型：抗盐	吨	吨	来源单位一致		抗盐膨润土		原始数据缺失规格（如目数、包装），按抗盐特性生成初始SKU	MAT-000146；MAT-000251	2	相同物料名称、相同关键规格（抗盐）、相同单位，疑似重复	统一三级物料名称为膨润土，保留抗盐特性作为唯一关键规格，单位吨保持不变	化工胶粘涂料/化工原料/膨润土
MAT-000081	明矾	明矾 工业级	纯度：工业级；形态：晶体	kg	kg	来源单位一致			化学品：明矾（已被物料名覆盖）	原始规格缺失，按最常见工业明矾（工业级，晶体）生成初始SKU	MAT-000081	1		原规格仅含化学品名，无关键参数；依据常见采购规格推断纯度和形态	化工胶粘涂料/化工原料/明矾
SAFE-000042	防尘网	防尘网 10针	规格：10针	平方	平方	来源单位一致		10针防尘网；防尘网	材质（未提供，默认聚乙烯）；颜色（未提供，默认黑色）；克重（未提供）；幅宽（未提供）	仅提供规格10针，其余字段按行业通用防尘网默认填充	SAFE-000042	1		保留最小关键规格针数，删除未提供的非关键字段	包装覆盖周转/覆盖材料/防尘网
MAT-000026	气泡膜	气泡膜 1000mm×5mm	宽度：1000mm；厚度：5mm	米	米	来源单位一致		加厚气泡膜；气泡膜	特征：加厚（转换为厚度5mm）	宽度和厚度缺失，按常见加厚气泡膜标准推断为宽度1000mm、厚度5mm。	MAT-000026	1		原始规格仅描述'特征：加厚'，缺乏具体宽度和厚度；按常用规格补齐。	包装覆盖周转/覆盖材料/气泡膜
MAT-000029	玻璃纸	玻璃纸 1000mm	宽度：1000mm；厚度：0.02mm	米	米	来源单位一致			材质：玻璃纸	宽度和厚度缺失，按常见包装玻璃纸规格假设为1000mm宽、0.02mm厚	MAT-000029	1		原始缺失宽度和厚度，补充常用规格以生成可区分SKU；材质默认，已删除	包装覆盖周转/覆盖材料/玻璃纸
MAT-000062	缠绕膜	缠绕膜 透明 50cm 5KG	颜色：透明；宽度：50cm；重量：5KG	个	个	来源单位一致		透明缠绕膜50cm*5KG；缠绕膜	材质：PE（行业默认）	厚度缺失，未补充；其他字段取自原始规格。	MAT-000062	1		保留颜色、宽度、重量作为关键规格，材质PE为默认删除，厚度缺失待补充。	包装覆盖周转/覆盖材料/缠绕膜
SAFE-000041	遮阳网	遮阳网 密	特征：密	平方米	平方米	来源单位一致		密遮阳网；遮阳网	无意义字段：无	原始规格仅提供特征'密'，未提供具体针数/遮光率，保留原始特征作为初始SKU	SAFE-000041	1		保留特征'密'作为关键规格，删除无用'无'字段；单位从'平方'规范为'平方米'	包装覆盖周转/覆盖材料/遮阳网
CHEM-000032	墙面漆	墙面漆 外墙	用途：外墙	桶	桶	来源单位一致	立邦	立邦外墙漆；外墙漆		保留现有规格，未补充缺失字段	CHEM-000032	1		品牌移入brand字段，用途保留为关键规格；未提供颜色、包装量、型号，未做推断。	化工胶粘涂料/油漆涂料/墙面漆
CHEM-000029	底漆	底漆 20KG	包装：20KG；配套体系：地坪漆	桶	桶	来源单位一致	好地坪漆	好地坪漆底漆；地坪漆底漆；好地坪漆底漆20KG	类型：底漆	包装重量缺失，根据同系列SKU CHEM-000033的常见包装20KG推断	CHEM-000029；CHEM-000033	2	与CHEM-000033在品牌、类型、包装、配套体系上相同；与CHEM-000029在品牌、类型、包装、配套体系上相同	原始缺失包装重量，按同类SKU补全为20KG；删除类型字段；保留包装和配套体系，删除类型字段	化工胶粘涂料/油漆涂料/底漆
MAT-000129	PAC污水处理剂	PAC污水处理剂 28%	类型：PAC；含量：28%	吨	吨	来源单位一致		28%PAC污水处理剂；PAC污水处理剂			MAT-000129	1		保留类型和含量作为关键规格，无其他可删除字段或需要推断的字段。	化工胶粘涂料/水处理剂/PAC污水处理剂
CHEM-000050	橡胶板	橡胶板 2cm	厚度：2cm；材质：普通橡胶	kg	kg	来源单位一致		2cm橡胶板		材质缺失，按常见工业橡胶板默认使用普通橡胶；宽度未提供，未纳入关键规格	CHEM-000050	1		原始仅提供厚度，缺少材质和宽度；按通用橡胶板补充材质为普通橡胶。	化工胶粘涂料/橡胶材料/橡胶板
