merged_item_code,governance_grade,priority,issue_type,standard_name,canonical_group_path,specs,unit,missing_specs,governance_reason,next_action,source_rows,alias_names
REVIEW-MAT-00122,C,medium,specs_conflict,铜止回阀,工程建材/其他/阀门,品牌: 埃美柯；材质: 铜；规格: 32；类型: 止回阀,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:210,32埃美柯铜止回阀
REVIEW-MAT-00123,C,medium,missing_specs,蹲便器,工程建材/其他/洁具,类型: 平面蹲厕,个,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,未满足当前分组的关键规格模板。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:213,平面蹲厕
REVIEW-MAT-00124,C,medium,missing_specs,冲水水箱,工程建材/其他/洁具配件,用途: 冲水,个,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,未满足当前分组的关键规格模板。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:214,冲水水箱
REVIEW-MAT-00125,C,medium,missing_specs,小便斗,工程建材/其他/洁具,类型: 小便斗,个,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,未满足当前分组的关键规格模板。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:215,小便斗
REVIEW-MAT-00126,C,medium,needs_human_review,按压水龙头,工程建材/水暖建材/水暖五金,类型: 按压,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:217,按压龙头
REVIEW-MAT-00127,C,medium,missing_specs,玻璃胶枪,工具器具/涂装工具/刷辊喷涂,用途: 打玻璃胶,个,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:220,玻璃胶枪
REVIEW-MAT-00128,C,medium,specs_conflict,钢圈,设备备件与加工件/金属加工件/金属加工件,材质: 钢；规格: 100*108*5；加工: 是,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:226,加工100*108*5钢圈
REVIEW-MAT-00129,C,medium,low_precision_conflict,重油污清洗剂,行政办公与清洁/清洁用品/清洁工具耗材,品牌: 宝雅；用途: 重油污,kg,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,Sheet1:227,宝雅重油污清洗剂
REVIEW-MAT-00130,C,medium,needs_human_review,不锈钢角阀,工程建材/其他/阀门,规格: 4分；材质: 不锈钢,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:230；Sheet1:259,4分不锈钢角阀
REVIEW-MAT-00134,D,high,alias_conflict,拖把,行政办公与清洁/清洁用品/清洁工具耗材,规格: 大,个,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:235；Sheet1:258；Sheet1:325,大拖把
REVIEW-MAT-00135,C,medium,missing_specs,洗脸盆龙头,工程建材/水暖建材/水暖五金,用途: 洗脸盆,个,至少一个: 规格；口径；DN；材质；类型,未满足当前分组的关键规格模板。,确认材质、口径/规格、连接方式和类型。,Sheet1:237,洗脸盆龙头
REVIEW-MAT-00136,D,high,alias_conflict,不锈钢锁扣,五金备件/其他/门窗五金,材质: 不锈钢,个,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:239,不锈钢锁扣
REVIEW-MAT-00137,C,medium,needs_human_review,耐磨焊丝,焊接焊割/焊接耗材/焊条焊丝,型号/牌号: 998；特性: 高强度耐磨,kg,,存在低精度或人工复核标记，需要补齐信息。,确认型号、直径/规格、材质和包装。,Sheet1:241；Sheet1:253,998高强度耐磨焊丝
REVIEW-MAT-00138,C,medium,needs_human_review,镀锌钢管,金属原材料/其他/管材,规格: DN25；标准: 国标；表面: 镀锌,米,,存在低精度或人工复核标记，需要补齐信息。,确认材质、规格尺寸和执行标准。,Sheet1:242,DN25国标镀锌钢管
REVIEW-MAT-00139,C,medium,low_precision_conflict,高压油管,液压气动/液压管路/高压胶管,规格: DN25*4；类型: 高压油管,条,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:244,DN25*4高压油管
REVIEW-MAT-00140,C,medium,specs_conflict,铜止回阀,工程建材/其他/阀门,品牌: 埃美柯；规格: 25；材质: 铜；类型: 止回阀,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:246,25埃美柯铜止回阀
REVIEW-MAT-00141,C,medium,needs_human_review,泡沫填缝剂,化工油漆胶粘/其他/填缝剂,类型: 泡沫填缝剂,支,,存在低精度或人工复核标记，需要补齐信息。,确认类型、品牌/型号、颜色和包装规格。,Sheet1:249,泡沫填缝剂
REVIEW-MAT-00142,C,medium,needs_human_review,重型管卡,工程建材/其他/管道辅材,规格: 135；类型: 重型,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:250,135重型管卡
REVIEW-MAT-00143,C,medium,specs_conflict,钢圈,设备备件与加工件/金属加工件/金属加工件,材质: 钢；规格: 100*110*10；加工: 是,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:252,加工100*110*10钢圈
REVIEW-MAT-00144,C,medium,specs_conflict,垫片,设备备件与加工件/金属加工件/金属加工件,规格: 110*100*5；加工: 是,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:254,加工110*100*5垫片
REVIEW-MAT-00145,D,high,alias_conflict,角铁,金属原材料/钢材型材/钢材型材,规格: 50*50*6；标准: 国标,米,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:255,50*50*6国标角铁
REVIEW-MAT-00146,D,high,unit_conflict,冷热水龙头,工程建材/水暖建材/水暖五金,规格: 4分；类型: 冷热,套,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:256,4分冷热龙头
REVIEW-MAT-00147,C,medium,low_precision_conflict,金属软管,工程建材/水暖建材/水暖五金,规格: 4分；长度: 60,根,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:257,4分*60金属软管
REVIEW-MAT-00148,C,medium,low_precision_conflict,不锈钢合页,五金备件/其他/门窗五金,材质: 不锈钢；规格: 6寸,付,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:261,6寸不锈钢合页
REVIEW-MAT-00149,C,medium,low_precision_conflict,不锈钢合页,五金备件/其他/门窗五金,材质: 不锈钢；规格: 5寸,付,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:262,5寸不锈钢合页
REVIEW-MAT-00150,D,high,alias_conflict,502胶水,化工油漆胶粘/胶粘密封/胶粘剂,类型: 502,支,至少一个: 型号；规格；图号；适用设备；材质,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:263,502胶水
REVIEW-MAT-00151,C,medium,needs_human_review,高压铜球阀,工程建材/其他/阀门,规格: DN20；压力: 350kg；材质: 铜；类型: 球阀,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:265,DN20*350kg高压铜球阀
REVIEW-MAT-00152,D,high,alias_conflict,棉布,劳保用品/其他/擦拭材料,规格: 大块,kg,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:266；Sheet1:298,大块棉布
REVIEW-MAT-00154,C,medium,low_precision_conflict,电箱,电气与自动化/其他/配电箱,规格: 250A,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:272,250A电箱
REVIEW-MAT-00155,D,high,alias_conflict,五孔插座,电气与自动化/插头插座/插头插座,类型: 五孔,个,至少一个: 型号；规格；品牌；电流；电压；功率；位数,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:273,五孔插座
REVIEW-MAT-00156,C,medium,needs_human_review,线槽,电气与自动化/其他/电气辅材,规格: 30*15,米,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:274；Sheet1:287,30*15线槽
REVIEW-MAT-00157,C,medium,low_precision_conflict,高压油管,液压气动/液压管路/高压胶管,规格: DN51；等级: 4SH,米,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:277,DN51*4SH高压油管
REVIEW-MAT-00158,C,medium,low_precision_conflict,高压油管,液压气动/液压管路/高压胶管,规格: DN32；等级: 4SH,米,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:279,DN32*4SH高压油管
REVIEW-MAT-00159,C,medium,low_precision_conflict,吊带,吊装索具/吊带索具/吊带,载荷: 2T；长度: 1.5米,付,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:281,2T*1.5米吊带
REVIEW-MAT-00160,D,high,alias_conflict,卸扣,吊装索具/吊装连接件/卸扣吊钩,载荷: 2T,个,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:282；Sheet1:313；Sheet1:812,2T卸扣
REVIEW-MAT-00161,C,medium,missing_specs,剪刀,工具器具/其他/手动工具,类型: 剪刀,个,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:283,剪刀
REVIEW-MAT-00163,C,medium,specs_conflict,加厚铁合页,五金备件/其他/门窗五金,材质: 铁；规格: 4寸；特征: 加厚,付,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:296,4寸加厚铁合页
REVIEW-MAT-00164,C,medium,specs_conflict,加厚铁合页,五金备件/其他/门窗五金,材质: 铁；规格: 5寸；特征: 加厚,付,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:297,5寸加厚铁合页
REVIEW-MAT-00165,C,medium,low_precision_conflict,卷尺,工具器具/量具测量/量具测量,品牌: 得力；长度: 3米,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:299；Sheet1:892,得力3米卷尺
REVIEW-MAT-00166,C,medium,low_precision_conflict,卷尺,工具器具/量具测量/量具测量,品牌: 得力；长度: 5米,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:1655；Sheet1:300；Sheet1:891,5米得力卷尺；得力5米卷尺
REVIEW-MAT-00167,C,medium,low_precision_conflict,卷尺,工具器具/量具测量/量具测量,品牌: 得力；长度: 10米,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:1656；Sheet1:301,10米得力卷尺；得力10米卷尺
REVIEW-MAT-00169,C,medium,low_precision_conflict,垃圾袋,行政办公与清洁/清洁用品/清洁工具耗材,规格: 120*140；特征: 厚,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,Sheet1:303,120*140厚垃圾袋
REVIEW-MAT-00171,D,high,unit_conflict,毛刷,工具器具/涂装工具/刷辊喷涂,规格: 3寸,支,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:305,3寸毛刷
REVIEW-MAT-00172,C,medium,missing_specs,钢丝刷,工具器具/其他/打磨工具,类型: 刀型,支,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:306,刀型钢丝刷
REVIEW-MAT-00173,D,high,alias_conflict,拖把,行政办公与清洁/清洁用品/清洁工具耗材,规格: 大,支,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:307,大拖把
REVIEW-MAT-00174,C,medium,low_precision_conflict,锂电池电钻,工具器具/电动工具/电钻角磨机,品牌: 大艺；电压: 21V；动力: 锂电池,台,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:308,21V大艺锂电池电钻
REVIEW-MAT-00175,D,high,alias_conflict,锂电池角磨机,工具器具/电动工具/电钻角磨机,品牌: 大艺；动力: 锂电池,台,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:309,大艺锂电池角磨机
REVIEW-MAT-00176,C,medium,low_precision_conflict,电池,电气与自动化/电源电池/电源电池,电压: 9V,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:310,9V电池
REVIEW-MAT-00177,D,high,alias_conflict,卸扣,吊装索具/吊装连接件/卸扣吊钩,载荷: 4T,个,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:312；Sheet1:813,4T卸扣
REVIEW-MAT-00178,C,medium,specs_conflict,螺丝,五金备件/其他/紧固件,规格: 16*50,套,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:314；Sheet1:320,16*50螺丝
REVIEW-MAT-00179,C,medium,missing_specs,LED防爆机床方形灯,电气与自动化/照明与报警/灯具,长度: 1220MM；类型: LED；功能: 防爆；形状: 方形；用途: 机床,套,至少一个: 型号；规格；品牌；电流；电压；功率；位数,未满足当前分组的关键规格模板。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:316,1220MMLED防爆机床方形灯
REVIEW-MAT-00180,C,medium,specs_conflict,螺丝,五金备件/其他/紧固件,规格: 14*50,套,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:319,14*50螺丝
