question_id	draft_sku_id	draft_item_code	priority	放行等级	标准名称	标准分组	标准单位	当前必填规格	missing_specs	question	recommended_next_action	source_candidate_rows	整理依据
MISS-000185	SKU-DRAFT-000185	CHEM-000005	high	C	发泡胶	化工耗材/填缝剂	支	品牌：雨虹；特性：高倍	容量	请补充“发泡胶”的容量。	确认品牌/型号、类型、容量或包装规格和颜色。	186	容量缺失，可能影响发泡胶SKU区分
MISS-000186	SKU-DRAFT-000186	ADMIN-000010	medium	B	重油污清洗剂	清洁用品/清洁剂	公斤	用途：去重油污	品牌；规格	请补充“重油污清洗剂”的品牌、规格。	确认品牌、规格、包装规格和材质。	187	品牌未提供，按用途候选
MISS-000191	SKU-DRAFT-000191	METAL-000010	high	C	槽钢	金属材料/型材	米	规格：200B	材质	请补充“槽钢”的材质。	确认材质、规格尺寸、厚度/长度和执行标准。	192	材质/标准缺失，可能影响型材SKU区分
MISS-000192	SKU-DRAFT-000192	METAL-000011	high	C	槽钢	金属材料/型材	米	规格：160B	材质	请补充“槽钢”的材质。	确认材质、规格尺寸、厚度/长度和执行标准。	193	材质/标准缺失，可能影响型材SKU区分
MISS-000193	SKU-DRAFT-000193	CONST-000004	high	C	水泥砖	建筑材料/砌块砖	块	材质：水泥	规格；尺寸	请补充“水泥砖”的规格、尺寸。	确认材质、尺寸、厚度、强度等级和包装规格。	194	尺寸缺失，无法区分水泥砖规格
MISS-000197	SKU-DRAFT-000197	CHEM-000006	medium	B	防锈润滑剂	化工耗材/润滑防锈	支	品牌/型号：WD-40；容量：500	品牌；型号	请补充“防锈润滑剂”的品牌、型号。	确认品牌/型号、类型、容量或包装规格和颜色。	198	容量单位缺失，原始仅写500
MISS-000198	SKU-DRAFT-000198	SPARE-000016	high	C	螺丝	五金备件/紧固件	套	规格：8*250	材质；强度等级	请补充“螺丝”的材质、强度等级。	确认型号、图号、适用设备、材质和关键尺寸。	199	原始规格未明确是否为M8；材质/强度等级缺失
MISS-000199	SKU-DRAFT-000199	CHEM-000007	high	C	调和油漆	化工耗材/涂料	桶	颜色：铁红	容量	请补充“调和油漆”的容量。	确认品牌/型号、类型、容量或包装规格和颜色。	200	容量缺失，可能影响油漆SKU区分
MISS-000200	SKU-DRAFT-000200	ELEC-000044	high	C	LED灯泡	电气材料/照明	个	品牌：公牛；功率：20W	规格	请补充“LED灯泡”的规格。	确认品牌、型号、电压/电流和安装或连接方式。	201	灯头规格/色温缺失，可能影响LED灯泡SKU区分
MISS-000201	SKU-DRAFT-000201	WELD-000004	medium	B	焊条	焊接耗材/焊条	件	型号：507；直径：3.2	包装重量	请补充“焊条”的包装重量。	确认型号、规格、材质、包装重量和适用工艺。	202	包装重量缺失；直径单位按原始规格保留
MISS-000202	SKU-DRAFT-000202	PIPE-000043	high	C	蝶阀	工程材料/阀门	个	品牌：埃美柯；规格：DN65；特征：加厚	材质	请补充“蝶阀”的材质。	确认材质、口径、压力等级、连接方式和壁厚。	203	材质缺失，可能影响阀门SKU区分
MISS-000205	SKU-DRAFT-000205	CHEM-000008	high	C	调和油漆	化工耗材/涂料	桶	颜色：白色；类型：调和油漆	容量	请补充“调和油漆”的容量。	确认品牌/型号、类型、容量或包装规格和颜色。	206	容量缺失，可能影响油漆SKU区分
MISS-000209	SKU-DRAFT-000209	ELEC-000047	high	C	太阳能4G摄像头	电气材料/安防监控	个	供电：太阳能；通信：4G；清晰度：4K	品牌；规格	请补充“太阳能4G摄像头”的品牌、规格。	确认品牌、型号、电压/电流和安装或连接方式。	210	品牌/存储规格缺失，可能影响摄像头SKU区分
MISS-000213	SKU-DRAFT-000213	MAT-000022	high	C	热水器隔电堵	工程材料/水暖五金	个	用途：热水器；功能：隔电	规格	请补充“热水器隔电堵”的规格。	确认规格、型号、材质和品牌等关键建档信息。	214	接口规格缺失，无法区分不同隔电堵SKU
MISS-000214	SKU-DRAFT-000214	PIPE-000044	high	C	热水器安全阀	工程材料/阀门	个	用途：热水器；类型：安全阀	规格	请补充“热水器安全阀”的规格。	确认材质、口径、压力等级、连接方式和壁厚。	215	接口规格缺失，无法区分不同安全阀SKU
MISS-000215	SKU-DRAFT-000215	CHEM-000009	high	C	喷漆	化工耗材/涂料	支	品牌：三和；颜色：黄色	容量	请补充“喷漆”的容量。	确认品牌/型号、类型、容量或包装规格和颜色。	217	容量缺失，可能影响喷漆SKU区分
MISS-000216	SKU-DRAFT-000216	CHEM-000010	high	C	喷漆	化工耗材/涂料	支	品牌：三和；颜色：天蓝色	容量	请补充“喷漆”的容量。	确认品牌/型号、类型、容量或包装规格和颜色。	218	容量缺失，可能影响喷漆SKU区分
MISS-000219	SKU-DRAFT-000219	SPARE-000017	high	C	螺丝	五金备件/紧固件	套	规格：8*30	材质；强度等级	请补充“螺丝”的材质、强度等级。	确认型号、图号、适用设备、材质和关键尺寸。	221	材质/强度等级缺失，可能影响紧固件SKU区分
MISS-000220	SKU-DRAFT-000220	SPARE-000018	high	C	螺丝	五金备件/紧固件	套	规格：16*30	材质；强度等级	请补充“螺丝”的材质、强度等级。	确认型号、图号、适用设备、材质和关键尺寸。	222	材质/强度等级缺失，可能影响紧固件SKU区分
MISS-000221	SKU-DRAFT-000221	SPARE-000019	high	C	螺丝	五金备件/紧固件	套	规格：12*60	材质；强度等级	请补充“螺丝”的材质、强度等级。	确认型号、图号、适用设备、材质和关键尺寸。	223	材质/强度等级缺失，可能影响紧固件SKU区分
MISS-000222	SKU-DRAFT-000222	HW-LOCK-000006	medium	B	挂锁	五金备件/锁具	个	材质：不锈钢；规格：40；品质：好	用途；锁体型号	请补充“挂锁”的用途、锁体型号。	确认适用对象、锁体型号、开孔尺寸和开向。	224	“好”为原始品质描述，具体质量等级需确认
MISS-000223	SKU-DRAFT-000223	HW-LOCK-000007	medium	B	挂锁	五金备件/锁具	个	材质：不锈钢；规格：40；品质：好；类型：通用	用途；锁体型号	请补充“挂锁”的用途、锁体型号。	确认适用对象、锁体型号、开孔尺寸和开向。	225	“好”为原始品质描述；与同规格不锈钢挂锁是否合并需确认
MISS-000224	SKU-DRAFT-000224	SPARE-000020	high	C	螺丝	五金备件/紧固件	套	规格：12*50	材质；强度等级	请补充“螺丝”的材质、强度等级。	确认型号、图号、适用设备、材质和关键尺寸。	226	材质/强度等级缺失，可能影响紧固件SKU区分；输入提示称与其他行同物料，未在本批合并
MISS-000225	SKU-DRAFT-000225	TOOL-000032	high	C	切割片	工具器具/磨切耗材	块	规格：100	材质；厚度	请补充“切割片”的材质、厚度。	确认品牌、型号/规格、尺寸和适用设备。	227	厚度/适用材质缺失，无法区分切割片SKU
MISS-000226	SKU-DRAFT-000226	TOOL-000033	high	C	磨光片	工具器具/磨切耗材	块	规格：100	材质	请补充“磨光片”的材质。	确认品牌、型号/规格、尺寸和适用设备。	228	粒度/适用材质缺失，无法区分磨光片SKU
MISS-000230	SKU-DRAFT-000230	TOOL-000034	high	C	美工刀	工具器具/手动工具	支	类型：美工刀	品牌；规格	请补充“美工刀”的品牌、规格。	确认品牌、型号/规格、尺寸和适用设备。	232	品牌/刀片规格缺失，无法区分美工刀SKU
MISS-000231	SKU-DRAFT-000231	SPARE-000021	high	C	高压水枪过滤总成	设备备件/清洗设备配件	套	适用设备：高压水枪；类型：过滤总成	型号	请补充“高压水枪过滤总成”的型号。	确认型号、图号、适用设备、材质和关键尺寸。	233	适配型号缺失，无法区分清洗设备配件SKU
MISS-000232	SKU-DRAFT-000232	SPARE-000022	high	C	高压水枪滤芯	设备备件/滤芯	个	适用设备：高压水枪；类型：滤芯	型号	请补充“高压水枪滤芯”的型号。	确认型号、图号、适用设备、材质和关键尺寸。	234	适配型号缺失，无法区分滤芯SKU
MISS-000233	SKU-DRAFT-000233	SPARE-000023	high	C	垫片	定制件/金属加工件	个	定制：是；规格：12*600*5	材质	请补充“垫片”的材质。	确认型号、图号、适用设备、材质和关键尺寸。	235	材质/图纸缺失，无法区分定制垫片SKU
MISS-000235	SKU-DRAFT-000235	SAFE-000010	high	C	止血贴	劳保耗材/急救用品	张	类型：创可贴/止血贴	规格；尺寸；包装规格	请补充“止血贴”的规格、尺寸、包装规格。	确认类型、材质、规格、安全等级或认证标准。	237	尺寸/包装规格缺失，无法区分止血贴SKU
MISS-000236	SKU-DRAFT-000236	SAFE-000011	high	C	医用绷带	劳保耗材/急救用品	卷	类型：绷带	长度；宽度	请补充“医用绷带”的长度、宽度。	确认类型、材质、规格、安全等级或认证标准。	238	宽度/长度缺失，无法区分绷带SKU
MISS-000237	SKU-DRAFT-000237	ELEC-000048	high	C	插头	电气材料/插头插座	个	品牌：公牛；电流：10A	型号；电压；安装方式	请补充“插头”的型号、电压、安装方式。	确认品牌、型号、电压/电流和安装或连接方式。	239	二插/三插或极数缺失，无法区分插头SKU
MISS-000238	SKU-DRAFT-000238	SAFE-000012	high	C	白布	劳保耗材/擦拭材料	KG	材质：纯棉；颜色：白色	类型；规格；安全等级；认证标准	请补充“白布”的类型、规格、安全等级、认证标准。	确认类型、材质、规格、安全等级或认证标准。	240	幅宽/等级缺失，可能影响白布SKU区分；输入提示称与其他行同物料，未在本批合并
MISS-000239	SKU-DRAFT-000239	TOOL-000035	medium	B	毛刷	工具器具/涂装工具	个	规格：3寸	材质	请补充“毛刷”的材质。	确认品牌、型号/规格、尺寸和适用设备。	241	材质/柄型缺失，按3寸毛刷候选
MISS-000241	SKU-DRAFT-000241	SAFE-000013	high	C	一次性口罩	劳保耗材/呼吸防护	个	类型：一次性	材质；规格；安全等级；认证标准	请补充“一次性口罩”的材质、规格、安全等级、认证标准。	确认类型、材质、规格、安全等级或认证标准。	243	医用/工业及防护等级缺失，无法区分口罩SKU
MISS-000242	SKU-DRAFT-000242	MAT-000023	high	C	旋转吊环	吊装索具/吊环	个	载荷：8吨；类型：旋转	规格	请补充“旋转吊环”的规格。	确认规格、型号、材质和品牌等关键建档信息。	244	螺纹规格缺失，无法区分旋转吊环SKU
MISS-000243	SKU-DRAFT-000243	CHEM-000011	high	C	防锈漆	化工耗材/涂料	桶	颜色：铁红；类型：防锈漆	品牌；包装重量；容量	请补充“防锈漆”的品牌、包装重量、容量。	确认品牌/型号、类型、容量或包装规格和颜色。	245	包装重量/容量及品牌缺失，可能影响防锈漆SKU区分
MISS-000244	SKU-DRAFT-000244	METAL-000017	medium	B	不锈钢卡扣接头	气动/高压管路	个	规格：DN6*6；材质：不锈钢	压力等级	请补充“不锈钢卡扣接头”的压力等级。	确认材质、规格尺寸、厚度/长度和执行标准。	246	压力等级缺失，需后续确认
MISS-000245	SKU-DRAFT-000245	METAL-000018	medium	B	不锈钢卡扣接头	气动/高压管路	个	规格：DN6*10；材质：不锈钢	压力等级	请补充“不锈钢卡扣接头”的压力等级。	确认材质、规格尺寸、厚度/长度和执行标准。	247	压力等级缺失，需后续确认
MISS-000246	SKU-DRAFT-000246	CHEM-000012	high	C	松香水	化工耗材/稀释清洗	桶	类型：稀释剂/清洗剂	品牌；容量	请补充“松香水”的品牌、容量。	确认品牌/型号、类型、容量或包装规格和颜色。	248	包装容量/品牌缺失，无法区分松香水SKU
MISS-000247	SKU-DRAFT-000247	TOOL-000037	high	C	百叶砂轮片	工具器具/磨切耗材	块	规格：4寸	材质	请补充“百叶砂轮片”的材质。	确认品牌、型号/规格、尺寸和适用设备。	249	粒度/材质缺失，无法区分百叶砂轮片SKU
MISS-000248	SKU-DRAFT-000248	WELD-000005	medium	B	割枪	焊接耗材/焊割工具	支	规格：30号	品牌	请补充“割枪”的品牌。	确认型号、规格、材质、包装重量和适用工艺。	250	气体类型/品牌缺失，需后续确认
MISS-000249	SKU-DRAFT-000249	WELD-000006	high	C	割嘴	焊接耗材/焊割配件	个	规格：30号	型号；材质；包装重量；适用工艺	请补充“割嘴”的型号、材质、包装重量、适用工艺。	确认型号、规格、材质、包装重量和适用工艺。	251	气体类型/孔径缺失，可能影响割嘴SKU区分
MISS-000252	SKU-DRAFT-000252	METAL-000019	medium	B	不锈钢加长接头	气动/高压管路	个	规格：8*6；材质：不锈钢；特征：加长	压力等级	请补充“不锈钢加长接头”的压力等级。	确认材质、规格尺寸、厚度/长度和执行标准。	254	连接形式/压力等级缺失
MISS-000253	SKU-DRAFT-000253	PIPE-000045	medium	B	不锈钢加长弯头	气动/高压管路	个	规格：8*6；材质：不锈钢；特征：加长；类型：弯头	压力等级	请补充“不锈钢加长弯头”的压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	255	连接形式/压力等级缺失
MISS-000254	SKU-DRAFT-000254	TOOL-000039	high	C	链条扳手	工具器具/手动工具	个	类型：链条扳手	规格	请补充“链条扳手”的规格。	确认品牌、型号/规格、尺寸和适用设备。	256	规格/夹持范围缺失，无法区分链条扳手SKU
MISS-000255	SKU-DRAFT-000255	WELD-000007	medium	B	碳棒	焊接耗材/气刨耗材	支	直径：6mm	规格；包装规格	请补充“碳棒”的规格、包装规格。	确认型号、规格、材质、包装重量和适用工艺。	257	包装规格缺失
MISS-000256	SKU-DRAFT-000256	MAT-000024	high	C	吨袋	包装材料/吨袋	个	规格：大号	尺寸；容量	请补充“吨袋”的尺寸、容量。	确认规格、型号、材质和品牌等关键建档信息。	258	容量/尺寸/承重缺失，无法区分吨袋SKU
MISS-000257	SKU-DRAFT-000257	SPARE-000024	high	C	铁丝	五金备件/金属丝材	KG	规格：12号	材质	请补充“铁丝”的材质。	确认型号、图号、适用设备、材质和关键尺寸。	259	材质/镀锌与否缺失，可能影响铁丝SKU区分
