merged_item_code,standard_name,reviewed_group_paths,canonical_group_path,specs,unit,source_count,source_statuses,alias_names,source_rows,notes,merged_from_codes,merge_reason,merge_confidence,needs_human_review
REVIEW-MAT-00108,生料带,工程材料/水暖辅材,工程建材/水暖建材/水暖五金,类型: 密封带,个,1,可建档,生料带,Sheet1:174,,REVIEW-MAT-00108,single_candidate,1.00,false
REVIEW-MAT-00109,PPR阀门,工程材料/PPR管件,工程建材/水暖建材/水暖五金,品牌: 公元；规格: 25；类型: 阀门,个,1,可建档,公元25PPR阀门,Sheet1:175,,REVIEW-MAT-00109,single_candidate,1.00,false
REVIEW-MAT-00110,记号笔,办公低耗/文具,行政办公与清洁/办公用品/文具书写,类型: 记号笔,个,1,可建档-低精度,记号笔,Sheet1:178,颜色缺失,REVIEW-MAT-00110,single_candidate;low_precision,0.70,true
REVIEW-MAT-00111,PPR弯头,工程材料/PPR管件,工程建材/水暖建材/水暖五金,规格: 25；类型: 弯头,个,1,可合并,25PPR弯头,Sheet1:180,与第43行同类，缺品牌,REVIEW-MAT-00111,single_candidate;source_status_contains_merge,1.00,false
REVIEW-MAT-00112,羊毛刷,工具器具/涂装工具,工具器具/涂装工具/刷辊喷涂,规格: 4寸,支,1,可合并,4寸羊毛刷,Sheet1:183,与第155行同物料，单位待统一,REVIEW-MAT-00112,single_candidate;source_status_contains_merge,1.00,false
REVIEW-MAT-00113,冲击钻头,工具器具/工具配件,工具器具/工具配件/工具配件,规格: 6厘,支,1,可建档,6厘冲击钻头,Sheet1:184,,REVIEW-MAT-00113,single_candidate,1.00,false
REVIEW-MAT-00114,冲击钻头,工具器具/工具配件,工具器具/工具配件/工具配件,规格: 20厘,支,1,可建档,20厘冲击钻头,Sheet1:185,,REVIEW-MAT-00114,single_candidate,1.00,false
REVIEW-MAT-00115,美工刀,工具器具/手动工具,工具器具/其他/手动工具,品牌: 得力,支,1,可建档,得力美工刀,Sheet1:186,,REVIEW-MAT-00115,single_candidate;human_review_group,0.65,true
REVIEW-MAT-00116,玻璃刮,清洁用品/清洁工具,行政办公与清洁/清洁用品/清洁工具耗材,类型: 玻璃刮,支,1,可建档,玻璃刮,Sheet1:189,,REVIEW-MAT-00116,single_candidate,1.00,false
REVIEW-MAT-00117,膨胀螺丝,五金备件/紧固件,五金备件/其他/紧固件,规格: 14*120,支,1,可建档,14*120膨胀螺丝,Sheet1:191,,REVIEW-MAT-00117,single_candidate;human_review_group,0.65,true
REVIEW-MAT-00118,不锈钢洗脸盆,工程材料/洁具,工程建材/其他/洁具,材质: 不锈钢；规格: 120*80；特征: 加厚,套,1,可建档,不锈钢120*80加厚洗脸盆,Sheet1:193,,REVIEW-MAT-00118,single_candidate;human_review_group,0.65,true
REVIEW-MAT-00119,插头,电气材料/插头插座,电气与自动化/插头插座/插头插座,品牌: 德力西；电流: 16A,个,1,可建档,德力西16A插头,Sheet1:199,极数/孔型缺失,REVIEW-MAT-00119,single_candidate;low_precision,0.70,true
REVIEW-MAT-00120,BV电线,电气材料/电线电缆,电气与自动化/电线电缆与敷设/电线电缆,型号: BV；截面积: 2.5平方,米,1,可合并,BV2.5平方电线,Sheet1:204,与第25行同类，缺品牌,REVIEW-MAT-00120,single_candidate;source_status_contains_merge,1.00,false
REVIEW-MAT-00121,PPR给水管,工程材料/PPR管件,工程建材/水暖建材/水暖五金,规格: 32；用途: 给水,米,1,可建档,32PPR给水管,Sheet1:206,品牌缺失,REVIEW-MAT-00121,single_candidate;low_precision,0.70,true
REVIEW-MAT-00122,铜止回阀,工程材料/阀门,工程建材/其他/阀门,品牌: 埃美柯；材质: 铜；规格: 32；类型: 止回阀,个,1,可建档,32埃美柯铜止回阀,Sheet1:210,,REVIEW-MAT-00122,single_candidate;human_review_group,0.65,true
REVIEW-MAT-00123,蹲便器,工程材料/洁具,工程建材/其他/洁具,类型: 平面蹲厕,个,1,可建档-低精度,平面蹲厕,Sheet1:213,尺寸/排水方式缺失,REVIEW-MAT-00123,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00124,冲水水箱,工程材料/洁具配件,工程建材/其他/洁具配件,用途: 冲水,个,1,可建档-低精度,冲水水箱,Sheet1:214,容量/安装方式缺失,REVIEW-MAT-00124,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00125,小便斗,工程材料/洁具,工程建材/其他/洁具,类型: 小便斗,个,1,可建档-低精度,小便斗,Sheet1:215,规格/感应方式缺失,REVIEW-MAT-00125,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00126,按压水龙头,工程材料/水暖五金,工程建材/水暖建材/水暖五金,类型: 按压,个,1,可建档-低精度,按压龙头,Sheet1:217,材质/接口规格缺失,REVIEW-MAT-00126,single_candidate;low_precision,0.70,true
REVIEW-MAT-00127,玻璃胶枪,工具器具/涂装工具,工具器具/涂装工具/刷辊喷涂,用途: 打玻璃胶,个,1,可建档,玻璃胶枪,Sheet1:220,,REVIEW-MAT-00127,single_candidate,1.00,false
REVIEW-MAT-00128,钢圈,加工件/金属加工件,设备备件与加工件/金属加工件/金属加工件,材质: 钢；规格: 100*108*5；加工: 是,个,1,可建档-加工件,加工100*108*5钢圈,Sheet1:226,图纸/材质牌号缺失,REVIEW-MAT-00128,single_candidate;low_precision,0.70,true
REVIEW-MAT-00129,重油污清洗剂,清洁用品/清洁剂,行政办公与清洁/清洁用品/清洁工具耗材,品牌: 宝雅；用途: 重油污,kg,1,可建档,宝雅重油污清洗剂,Sheet1:227,,REVIEW-MAT-00129,single_candidate,1.00,false
REVIEW-MAT-00130,不锈钢角阀,工程材料/阀门,工程建材/其他/阀门,规格: 4分；材质: 不锈钢,个,2,可合并 | 可建档,4分不锈钢角阀,Sheet1:230；Sheet1:259,与第229行同物料,REVIEW-MAT-00130,single_candidate;source_status_contains_merge;human_review_group,0.65,true
REVIEW-MAT-00131,不锈钢内接,工程材料/水暖管件,工程建材/水暖建材/水暖五金,规格: 4分；材质: 不锈钢；连接: 内接,个,1,可建档,4分不锈钢内接,Sheet1:231,,REVIEW-MAT-00131,single_candidate,1.00,false
REVIEW-MAT-00132,不锈钢外接,工程材料/水暖管件,工程建材/水暖建材/水暖五金,规格: 4分；材质: 不锈钢；连接: 外接,个,1,可建档,4分不锈钢外接,Sheet1:232,,REVIEW-MAT-00132,single_candidate,1.00,false
REVIEW-MAT-00133,不锈钢三通,工程材料/水暖管件,工程建材/水暖建材/水暖五金,规格: 4分；材质: 不锈钢；类型: 三通,个,1,可建档,4分不锈钢三通,Sheet1:233,,REVIEW-MAT-00133,single_candidate,1.00,false
REVIEW-MAT-00134,拖把,清洁用品/清洁工具,行政办公与清洁/清洁用品/清洁工具耗材,规格: 大,个,3,可合并 | 可建档,大拖把,Sheet1:235；Sheet1:258；Sheet1:325,与第234行同物料,REVIEW-MAT-00134,single_candidate;source_status_contains_merge,1.00,false
REVIEW-MAT-00135,洗脸盆龙头,工程材料/水暖五金,工程建材/水暖建材/水暖五金,用途: 洗脸盆,个,1,可建档-低精度,洗脸盆龙头,Sheet1:237,材质/接口规格缺失,REVIEW-MAT-00135,single_candidate;low_precision,0.70,true
REVIEW-MAT-00136,不锈钢锁扣,五金备件/门窗五金,五金备件/其他/门窗五金,材质: 不锈钢,个,1,可建档-低精度,不锈钢锁扣,Sheet1:239,规格缺失,REVIEW-MAT-00136,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00137,耐磨焊丝,焊接耗材/焊丝,焊接焊割/焊接耗材/焊条焊丝,型号/牌号: 998；特性: 高强度耐磨,kg,2,可合并 | 可建档,998高强度耐磨焊丝,Sheet1:241；Sheet1:253,直径缺失 | 与第240行同物料,REVIEW-MAT-00137,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-00138,镀锌钢管,金属材料/管材,金属原材料/其他/管材,规格: DN25；标准: 国标；表面: 镀锌,米,1,可建档,DN25国标镀锌钢管,Sheet1:242,,REVIEW-MAT-00138,single_candidate;human_review_group,0.65,true
REVIEW-MAT-00139,高压油管,液压/高压管路,液压气动/液压管路/高压胶管,规格: DN25*4；类型: 高压油管,条,1,可建档,DN25*4高压油管,Sheet1:244,压力等级/接头形式缺失,REVIEW-MAT-00139,single_candidate;low_precision,0.70,true
REVIEW-MAT-00140,铜止回阀,工程材料/阀门,工程建材/其他/阀门,品牌: 埃美柯；规格: 25；材质: 铜；类型: 止回阀,个,1,可建档,25埃美柯铜止回阀,Sheet1:246,,REVIEW-MAT-00140,single_candidate;human_review_group,0.65,true
REVIEW-MAT-00141,泡沫填缝剂,化工耗材/填缝剂,化工油漆胶粘/其他/填缝剂,类型: 泡沫填缝剂,支,1,可建档,泡沫填缝剂,Sheet1:249,容量缺失,REVIEW-MAT-00141,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00142,重型管卡,工程材料/管道辅材,工程建材/其他/管道辅材,规格: 135；类型: 重型,个,1,可建档,135重型管卡,Sheet1:250,,REVIEW-MAT-00142,single_candidate;human_review_group,0.65,true
REVIEW-MAT-00143,钢圈,加工件/金属加工件,设备备件与加工件/金属加工件/金属加工件,材质: 钢；规格: 100*110*10；加工: 是,个,1,可建档-加工件,加工100*110*10钢圈,Sheet1:252,图纸/材质牌号缺失,REVIEW-MAT-00143,single_candidate;low_precision,0.70,true
REVIEW-MAT-00144,垫片,加工件/金属加工件,设备备件与加工件/金属加工件/金属加工件,规格: 110*100*5；加工: 是,个,1,可建档-加工件,加工110*100*5垫片,Sheet1:254,材质/图纸缺失,REVIEW-MAT-00144,single_candidate;low_precision,0.70,true
REVIEW-MAT-00145,角铁,金属材料/型材,金属原材料/钢材型材/钢材型材,规格: 50*50*6；标准: 国标,米,1,可建档,50*50*6国标角铁,Sheet1:255,,REVIEW-MAT-00145,single_candidate,1.00,false
REVIEW-MAT-00146,冷热水龙头,工程材料/水暖五金,工程建材/水暖建材/水暖五金,规格: 4分；类型: 冷热,套,1,可合并,4分冷热龙头,Sheet1:256,与第139行同类，单位待统一,REVIEW-MAT-00146,single_candidate;source_status_contains_merge,1.00,false
REVIEW-MAT-00147,金属软管,工程材料/水暖五金,工程建材/水暖建材/水暖五金,规格: 4分；长度: 60,根,1,可建档,4分*60金属软管,Sheet1:257,60 是否 cm？,REVIEW-MAT-00147,single_candidate,1.00,false
REVIEW-MAT-00148,不锈钢合页,五金备件/门窗五金,五金备件/其他/门窗五金,材质: 不锈钢；规格: 6寸,付,1,可建档,6寸不锈钢合页,Sheet1:261,,REVIEW-MAT-00148,single_candidate;human_review_group,0.65,true
REVIEW-MAT-00149,不锈钢合页,五金备件/门窗五金,五金备件/其他/门窗五金,材质: 不锈钢；规格: 5寸,付,1,可建档,5寸不锈钢合页,Sheet1:262,,REVIEW-MAT-00149,single_candidate;human_review_group,0.65,true
REVIEW-MAT-00150,502胶水,化工耗材/胶粘剂,化工油漆胶粘/胶粘密封/胶粘剂,类型: 502,支,1,可建档,502胶水,Sheet1:263,容量缺失,REVIEW-MAT-00150,single_candidate;low_precision,0.70,true
REVIEW-MAT-00151,高压铜球阀,工程材料/阀门,工程建材/其他/阀门,规格: DN20；压力: 350kg；材质: 铜；类型: 球阀,个,1,可建档,DN20*350kg高压铜球阀,Sheet1:265,,REVIEW-MAT-00151,single_candidate;human_review_group,0.65,true
REVIEW-MAT-00152,棉布,劳保耗材/擦拭材料,劳保用品/其他/擦拭材料,规格: 大块,kg,2,可合并 | 可建档,大块棉布,Sheet1:266；Sheet1:298,与第265行同物料,REVIEW-MAT-00152,single_candidate;source_status_contains_merge;human_review_group,0.65,true
REVIEW-MAT-00153,垃圾夹,清洁用品/清洁工具,行政办公与清洁/清洁用品/清洁工具耗材,类型: 垃圾夹,个,1,可建档,垃圾夹,Sheet1:271,,REVIEW-MAT-00153,single_candidate,1.00,false
REVIEW-MAT-00154,电箱,电气材料/配电箱,电气与自动化/其他/配电箱,规格: 250A,个,1,可建档,250A电箱,Sheet1:272,箱体尺寸缺失,REVIEW-MAT-00154,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00155,五孔插座,电气材料/插头插座,电气与自动化/插头插座/插头插座,类型: 五孔,个,1,可合并,五孔插座,Sheet1:273,与第17行同类，缺品牌,REVIEW-MAT-00155,single_candidate;source_status_contains_merge,1.00,false
REVIEW-MAT-00156,线槽,电气材料/电气辅材,电气与自动化/其他/电气辅材,规格: 30*15,米,2,可合并 | 可建档,30*15线槽,Sheet1:274；Sheet1:287,与第273行同物料,REVIEW-MAT-00156,single_candidate;source_status_contains_merge;human_review_group,0.65,true
REVIEW-MAT-00157,高压油管,液压/高压管路,液压气动/液压管路/高压胶管,规格: DN51；等级: 4SH,米,1,可建档,DN51*4SH高压油管,Sheet1:277,接头形式缺失,REVIEW-MAT-00157,single_candidate;low_precision,0.70,true
REVIEW-MAT-00158,高压油管,液压/高压管路,液压气动/液压管路/高压胶管,规格: DN32；等级: 4SH,米,1,可建档,DN32*4SH高压油管,Sheet1:279,接头形式缺失,REVIEW-MAT-00158,single_candidate;low_precision,0.70,true
REVIEW-MAT-00159,吊带,吊装索具/吊带,吊装索具/吊带索具/吊带,载荷: 2T；长度: 1.5米,付,1,可建档,2T*1.5米吊带,Sheet1:281,,REVIEW-MAT-00159,single_candidate;human_review_group,0.65,true
REVIEW-MAT-00160,卸扣,吊装索具/卸扣,吊装索具/吊装连接件/卸扣吊钩,载荷: 2T,个,3,可合并 | 可建档,2T卸扣,Sheet1:282；Sheet1:313；Sheet1:812,与第281行同物料 | 与第312行同物料，执行标准缺失,REVIEW-MAT-00160,single_candidate;source_status_contains_merge;low_precision;human_review_group,0.65,true
REVIEW-MAT-00161,剪刀,工具器具/手动工具,工具器具/其他/手动工具,类型: 剪刀,个,1,可建档-低精度,剪刀,Sheet1:283,规格/用途缺失,REVIEW-MAT-00161,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00162,电焊快速接头,焊接耗材/焊机配件,焊接焊割/焊割设备工具/焊机割炬,规格: 35-50,套,1,可建档,35-50电焊快速接头,Sheet1:293,,REVIEW-MAT-00162,single_candidate,1.00,false
REVIEW-MAT-00163,加厚铁合页,五金备件/门窗五金,五金备件/其他/门窗五金,材质: 铁；规格: 4寸；特征: 加厚,付,1,可建档,4寸加厚铁合页,Sheet1:296,,REVIEW-MAT-00163,single_candidate;human_review_group,0.65,true
REVIEW-MAT-00164,加厚铁合页,五金备件/门窗五金,五金备件/其他/门窗五金,材质: 铁；规格: 5寸；特征: 加厚,付,1,可建档,5寸加厚铁合页,Sheet1:297,,REVIEW-MAT-00164,single_candidate;human_review_group,0.65,true
REVIEW-MAT-00165,卷尺,工具器具/测量工具,工具器具/量具测量/量具测量,品牌: 得力；长度: 3米,个,2,可建档,得力3米卷尺,Sheet1:299；Sheet1:892,,REVIEW-MAT-00165,single_candidate,1.00,false
REVIEW-MAT-00166,卷尺,工具器具/测量工具；工具/测量工具,工具器具/量具测量/量具测量,品牌: 得力；长度: 5米,个,3,可建档,5米得力卷尺；得力5米卷尺,Sheet1:1655；Sheet1:300；Sheet1:891,型号/宽度缺失,REVIEW-MAT-00166；REVIEW-MAT-00951,exact_name_group_unit_specs;low_precision,0.70,true
REVIEW-MAT-00167,卷尺,工具器具/测量工具；工具/测量工具,工具器具/量具测量/量具测量,品牌: 得力；长度: 10米,个,2,可建档,10米得力卷尺；得力10米卷尺,Sheet1:1656；Sheet1:301,型号/宽度缺失,REVIEW-MAT-00167；REVIEW-MAT-00952,exact_name_group_unit_specs;low_precision,0.70,true
REVIEW-MAT-00168,除胶剂,化工耗材/清洗剂,化工油漆胶粘/油品化学品/清洗化学品,品牌: 得力；容量: 500ML,支,1,可建档,得力500ML除胶剂,Sheet1:302,,REVIEW-MAT-00168,single_candidate,1.00,false
REVIEW-MAT-00169,垃圾袋,清洁用品/垃圾袋,行政办公与清洁/清洁用品/清洁工具耗材,规格: 120*140；特征: 厚,个,1,可建档,120*140厚垃圾袋,Sheet1:303,,REVIEW-MAT-00169,single_candidate,1.00,false
REVIEW-MAT-00170,变压USB插座,电气材料/插头插座,电气与自动化/插头插座/插头插座,品牌: 公牛；输入: 220V；输出: 36V；功能: USB,套,1,可建档,公牛220V转36VUSB插座,Sheet1:304,,REVIEW-MAT-00170,single_candidate,1.00,false
REVIEW-MAT-00171,毛刷,工具器具/涂装工具,工具器具/涂装工具/刷辊喷涂,规格: 3寸,支,1,可建档,3寸毛刷,Sheet1:305,,REVIEW-MAT-00171,single_candidate,1.00,false
REVIEW-MAT-00172,钢丝刷,工具器具/打磨工具,工具器具/其他/打磨工具,类型: 刀型,支,1,可建档,刀型钢丝刷,Sheet1:306,,REVIEW-MAT-00172,single_candidate;human_review_group,0.65,true
REVIEW-MAT-00173,拖把,清洁用品/清洁工具,行政办公与清洁/清洁用品/清洁工具耗材,规格: 大,支,1,可合并,大拖把,Sheet1:307,与第234行同物料，单位待统一,REVIEW-MAT-00173,single_candidate;source_status_contains_merge,1.00,false
REVIEW-MAT-00174,锂电池电钻,工具器具/电动工具,工具器具/电动工具/电钻角磨机,品牌: 大艺；电压: 21V；动力: 锂电池,台,1,可建档,21V大艺锂电池电钻,Sheet1:308,,REVIEW-MAT-00174,single_candidate,1.00,false
REVIEW-MAT-00175,锂电池角磨机,工具器具/电动工具,工具器具/电动工具/电钻角磨机,品牌: 大艺；动力: 锂电池,台,1,可建档,大艺锂电池角磨机,Sheet1:309,电压缺失,REVIEW-MAT-00175,single_candidate;low_precision,0.70,true
REVIEW-MAT-00176,电池,电气材料/电池,电气与自动化/电源电池/电源电池,电压: 9V,个,1,可建档,9V电池,Sheet1:310,,REVIEW-MAT-00176,single_candidate,1.00,false
REVIEW-MAT-00177,卸扣,吊装索具/卸扣,吊装索具/吊装连接件/卸扣吊钩,载荷: 4T,个,2,可合并 | 可建档,4T卸扣,Sheet1:312；Sheet1:813,与第311行同物料，执行标准缺失,REVIEW-MAT-00177,single_candidate;source_status_contains_merge;low_precision;human_review_group,0.65,true
REVIEW-MAT-00178,螺丝,五金备件/紧固件,五金备件/其他/紧固件,规格: 16*50,套,2,可合并 | 可建档,16*50螺丝,Sheet1:314；Sheet1:320,材质/强度等级缺失 | 与第313行同物料,REVIEW-MAT-00178,single_candidate;source_status_contains_merge;low_precision;human_review_group,0.65,true
REVIEW-MAT-00179,LED防爆机床方形灯,电气材料/防爆照明,电气与自动化/照明与报警/灯具,长度: 1220MM；类型: LED；功能: 防爆；形状: 方形；用途: 机床,套,1,可建档,1220MMLED防爆机床方形灯,Sheet1:316,功率缺失,REVIEW-MAT-00179,single_candidate;low_precision;human_review_group,0.65,true
