reviewed_group_path,canonical_group_path,canonical_level1,canonical_level2,canonical_level3,confidence,rule_reason,needs_human_review
设备/泵类设备,设备备件与加工件/设备专用备件/设备备件,设备备件与加工件,设备专用备件,设备备件,0.94,"一级同义合并：设备 -> 设备备件与加工件；关键词规则：设备备件,电机配件,泵,输送",false
设备/环保喷淋设备,设备备件与加工件/其他/环保喷淋设备,设备备件与加工件,其他,环保喷淋设备,0.62,一级同义合并：设备 -> 设备备件与加工件；仅完成一级合并，保留原二级作为三级待复核,true
设备/通用电器,设备备件与加工件/其他/通用电器,设备备件与加工件,其他,通用电器,0.62,一级同义合并：设备 -> 设备备件与加工件；仅完成一级合并，保留原二级作为三级待复核,true
设备备件/搅拌机配件,设备备件与加工件/设备专用备件/设备备件,设备备件与加工件,设备专用备件,设备备件,0.94,"一级同义合并：设备备件 -> 设备备件与加工件；关键词规则：设备备件,电机配件,泵,输送",false
设备备件/泥浆泵配件,设备备件与加工件/设备专用备件/设备备件,设备备件与加工件,设备专用备件,设备备件,0.94,"一级同义合并：设备备件 -> 设备备件与加工件；关键词规则：设备备件,电机配件,泵,输送",false
设备备件/泵,设备备件与加工件/设备专用备件/设备备件,设备备件与加工件,设备专用备件,设备备件,0.94,"一级同义合并：设备备件 -> 设备备件与加工件；关键词规则：设备备件,电机配件,泵,输送",false
设备备件/润滑设备,设备备件与加工件/设备专用备件/设备备件,设备备件与加工件,设备专用备件,设备备件,0.94,"一级同义合并：设备备件 -> 设备备件与加工件；关键词规则：设备备件,电机配件,泵,输送",false
设备备件/清洗设备配件,设备备件与加工件/设备专用备件/设备备件,设备备件与加工件,设备专用备件,设备备件,0.94,"一级同义合并：设备备件 -> 设备备件与加工件；关键词规则：设备备件,电机配件,泵,输送",false
设备备件/滤芯,设备备件与加工件/过滤密封/过滤件,设备备件与加工件,过滤密封,过滤件,0.94,"一级同义合并：设备备件 -> 设备备件与加工件；关键词规则：过滤,滤芯",false
设备备件/电机,设备备件与加工件/设备专用备件/设备备件,设备备件与加工件,设备专用备件,设备备件,0.94,"一级同义合并：设备备件 -> 设备备件与加工件；关键词规则：设备备件,电机配件,泵,输送",false
设备备件/过滤器滤芯,设备备件与加工件/过滤密封/过滤件,设备备件与加工件,过滤密封,过滤件,0.94,"一级同义合并：设备备件 -> 设备备件与加工件；关键词规则：过滤,滤芯",false
设备备件/风机,设备备件与加工件/设备专用备件/设备备件,设备备件与加工件,设备专用备件,设备备件,0.94,"一级同义合并：设备备件 -> 设备备件与加工件；关键词规则：设备备件,电机配件,泵,输送",false
设备润滑/黄油嘴,润滑系统/润滑设备配件/润滑泵管路,润滑系统,润滑设备配件,润滑泵管路,0.94,"一级同义合并：设备润滑 -> 润滑系统；关键词规则：润滑,油泵,分配器",false
辅料耗材/吸附填充材料,生产辅料/其他/吸附填充材料,生产辅料,其他,吸附填充材料,0.62,一级同义合并：辅料耗材 -> 生产辅料；仅完成一级合并，保留原二级作为三级待复核,true
辅料耗材/扎带,生产辅料/其他/扎带,生产辅料,其他,扎带,0.62,一级同义合并：辅料耗材 -> 生产辅料；仅完成一级合并，保留原二级作为三级待复核,true
输送设备/输送带,仓储物流/其他/输送带,仓储物流,其他,输送带,0.62,一级同义合并：输送设备 -> 仓储物流；仅完成一级合并，保留原二级作为三级待复核,true
通信设备/对讲机,弱电安防/通信与监控/通信设备,弱电安防,通信与监控,通信设备,0.94,"一级同义合并：通信设备 -> 弱电安防；关键词规则：通讯,通信,网络",false
通讯设备/对讲机,弱电安防/通信与监控/通信设备,弱电安防,通信与监控,通信设备,0.94,"一级同义合并：通讯设备 -> 弱电安防；关键词规则：通讯,通信,网络",false
量具/卷尺,待治理/待治理/卷尺,待治理,待治理,卷尺,0.25,未知一级分类：量具；未命中一级和关键词规则,true
金属材料/型材,金属原材料/钢材型材/钢材型材,金属原材料,钢材型材,钢材型材,0.94,"一级同义合并：金属材料 -> 金属原材料；关键词规则：钢材,钢板,角钢,槽钢,圆钢,扁钢,型材",false
金属材料/管材,金属原材料/其他/管材,金属原材料,其他,管材,0.62,一级同义合并：金属材料 -> 金属原材料；仅完成一级合并，保留原二级作为三级待复核,true
金属材料/铁丝,金属原材料/其他/铁丝,金属原材料,其他,铁丝,0.62,一级同义合并：金属材料 -> 金属原材料；仅完成一级合并，保留原二级作为三级待复核,true
钢材/型材,金属原材料/钢材型材/钢材型材,金属原材料,钢材型材,钢材型材,0.94,"一级同义合并：钢材 -> 金属原材料；关键词规则：钢材,钢板,角钢,槽钢,圆钢,扁钢,型材",false
钢材/型钢,金属原材料/钢材型材/钢材型材,金属原材料,钢材型材,钢材型材,0.94,"一级同义合并：钢材 -> 金属原材料；关键词规则：钢材,钢板,角钢,槽钢,圆钢,扁钢,型材",false
钢材/板材,金属原材料/钢材型材/钢材型材,金属原材料,钢材型材,钢材型材,0.94,"一级同义合并：钢材 -> 金属原材料；关键词规则：钢材,钢板,角钢,槽钢,圆钢,扁钢,型材",false
钢材/螺纹钢,金属原材料/钢材型材/钢材型材,金属原材料,钢材型材,钢材型材,0.94,"一级同义合并：钢材 -> 金属原材料；关键词规则：钢材,钢板,角钢,槽钢,圆钢,扁钢,型材",false
钢材/钢板,金属原材料/钢材型材/钢材型材,金属原材料,钢材型材,钢材型材,0.94,"一级同义合并：钢材 -> 金属原材料；关键词规则：钢材,钢板,角钢,槽钢,圆钢,扁钢,型材",false
钢材/钢筋,金属原材料/钢材型材/钢材型材,金属原材料,钢材型材,钢材型材,0.94,"一级同义合并：钢材 -> 金属原材料；关键词规则：钢材,钢板,角钢,槽钢,圆钢,扁钢,型材",false
钢材/钢管,金属原材料/钢材型材/钢材型材,金属原材料,钢材型材,钢材型材,0.94,"一级同义合并：钢材 -> 金属原材料；关键词规则：钢材,钢板,角钢,槽钢,圆钢,扁钢,型材",false
阀门/PVC阀门,阀门/其他/PVC阀门,阀门,其他,PVC阀门,0.62,一级分类已规范：阀门；仅完成一级合并，保留原二级作为三级待复核,true
阀门/减压阀,阀门/其他/减压阀,阀门,其他,减压阀,0.62,一级分类已规范：阀门；仅完成一级合并，保留原二级作为三级待复核,true
阀门/刀阀,阀门/其他/刀阀,阀门,其他,刀阀,0.62,一级分类已规范：阀门；仅完成一级合并，保留原二级作为三级待复核,true
阀门/单向阀,阀门/其他/单向阀,阀门,其他,单向阀,0.62,一级分类已规范：阀门；仅完成一级合并，保留原二级作为三级待复核,true
阀门/安全阀,阀门/其他/安全阀,阀门,其他,安全阀,0.62,一级分类已规范：阀门；仅完成一级合并，保留原二级作为三级待复核,true
阀门/排气阀,阀门/其他/排气阀,阀门,其他,排气阀,0.62,一级分类已规范：阀门；仅完成一级合并，保留原二级作为三级待复核,true
阀门/止回阀,阀门/通用阀门/闸截止止回,阀门,通用阀门,闸截止止回,0.95,"一级分类已规范：阀门；关键词规则：闸阀,截止阀,止回阀",false
阀门/消防阀门,阀门/其他/消防阀门,阀门,其他,消防阀门,0.62,一级分类已规范：阀门；仅完成一级合并，保留原二级作为三级待复核,true
阀门/液位控制阀,阀门/其他/液位控制阀,阀门,其他,液位控制阀,0.62,一级分类已规范：阀门；仅完成一级合并，保留原二级作为三级待复核,true
阀门/球阀,阀门/通用阀门/球阀,阀门,通用阀门,球阀,0.95,一级分类已规范：阀门；关键词规则：球阀,false
阀门/电动阀门,阀门/其他/电动阀门,阀门,其他,电动阀门,0.62,一级分类已规范：阀门；仅完成一级合并，保留原二级作为三级待复核,true
阀门/电磁阀,阀门/控制阀门/电磁气动阀,阀门,控制阀门,电磁气动阀,0.95,"一级分类已规范：阀门；关键词规则：电磁阀,气动阀",false
阀门/蝶阀,阀门/其他/蝶阀,阀门,其他,蝶阀,0.62,一级分类已规范：阀门；仅完成一级合并，保留原二级作为三级待复核,true
阀门/过滤器,阀门/其他/过滤器,阀门,其他,过滤器,0.62,一级分类已规范：阀门；仅完成一级合并，保留原二级作为三级待复核,true
