merged_item_code,standard_name,canonical_group_path,specs,unit,source_count,source_candidate_count,alias_names,source_rows,governance_grade,governance_status,issue_type,missing_specs,governance_reason,next_action,matched_rule_key,matched_rule_label,rule_source,override_source,has_blocking_conflict,has_alias_conflict,has_unit_conflict,has_low_precision,needs_human_review,note_has_open_question,related_conflict_types,resolution_issue_types,original_composition_bucket,merge_confidence,merge_reason
REVIEW-MAT-00063,环保墙布,工程建材/其他/墙面材料,特征: 厚、环保,平方,1,1,厚环保墙布,Sheet1:97,C,C-补关键规格,missing_specs,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,未满足当前分组的关键规格模板。,确认规格、材质/强度等级、尺寸和包装单位。,construction_material,工程建材,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00064,不锈钢水壶,行政办公与清洁/生活后勤/生活用品,材质: 不锈钢；容量: 6.5升,个,1,1,6.5升不锈钢水壶,Sheet1:99,C,C-补关键规格,missing_specs,至少一个: 规格；类型；品牌；包装规格,未满足当前分组的关键规格模板。,确认规格、品牌和包装单位。,office_cleaning,行政办公与清洁,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00065,锂电池电钻,工具器具/电动工具/电钻角磨机,动力: 锂电池,台,1,1,锂电池电钻,Sheet1:100,C,C-补关键规格,missing_specs,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,tool,工具器具,rules_yaml,,false,false,false,true,true,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00066,水桶,行政办公与清洁/生活后勤/生活用品,类型: 水桶,个,1,1,水桶,Sheet1:102,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,office_cleaning,行政办公与清洁,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00067,水龙头花洒套装,工程建材/水暖建材/水暖五金,类型: 水龙头+花洒,套,2,1,水龙头花洒,Sheet1:103；Sheet1:141,D,D-阻塞冲突,alias_conflict,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,pipe_and_fitting,管材管件,rules_yaml,,true,true,true,true,true,false,alias_conflict；low_precision_conflict；unit_conflict,alias_conflict；low_precision_conflict；unit_conflict,需复核-人工标记,0.70,single_candidate;source_status_contains_merge;low_precision
REVIEW-MAT-00068,闭门器,五金备件/其他/门窗五金,规格: 大,套,1,1,闭门器大,Sheet1:106,D,D-阻塞冲突,alias_conflict,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,default,默认规则,default,,true,true,false,false,true,false,alias_conflict；specs_conflict,alias_conflict；specs_conflict,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00069,不锈钢插销,五金备件/其他/门窗五金,材质: 不锈钢,套,1,1,不锈钢插销,Sheet1:107,D,D-阻塞冲突,alias_conflict,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,default,默认规则,default,,true,true,true,true,true,false,alias_conflict；low_precision_conflict；unit_conflict,alias_conflict；low_precision_conflict；unit_conflict,需复核-人工标记,0.65,single_candidate;source_status_contains_merge;human_review_group
REVIEW-MAT-00070,水龙头,工程建材/水暖建材/水暖五金,类型: 水龙头,个,1,1,水龙头,Sheet1:108,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00071,空调插座,电气与自动化/插头插座/插头插座,品牌: 公牛；电流: 16A；用途: 空调,个,2,1,16A公牛空调插座；公牛16A空调插座,Sheet1:111；Sheet1:198,C,C-补关键规格,needs_note_review,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,true,false,true,,needs_note_review,需复核-备注问题,1.00,single_candidate;source_status_contains_merge
REVIEW-MAT-00072,插排,电气与自动化/插头插座/插头插座,品牌: 公牛；线长: 3米；孔位: 8孔,个,2,1,公牛插座3米*8孔,Sheet1:112；Sheet1:234,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,electrical,电气与自动化,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate;source_status_contains_merge
REVIEW-MAT-00073,启辉器,电气与自动化/照明与报警/灯具,类型: 启辉器,个,1,1,启辉器,Sheet1:116,C,C-补关键规格,missing_specs,至少一个: 型号；规格；品牌；电流；电压；功率；位数,未满足当前分组的关键规格模板。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00074,螺口灯头,电气与自动化/照明与报警/灯具,接口: 螺口,个,1,1,螺口灯头,Sheet1:118,C,C-补关键规格,missing_specs,至少一个: 型号；规格；品牌；电流；电压；功率；位数,未满足当前分组的关键规格模板。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00075,排气扇,电气与自动化/其他/通风设备,规格: 50*50,台,1,1,50*50排气扇,Sheet1:119,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,true,true,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,需复核-人工标记,0.65,single_candidate;human_review_group
REVIEW-MAT-00076,漏电保护器,电气与自动化/低压电器/低压电器,品牌: 施耐德；极数: 2P；电流: 63A,个,1,1,2P*63A施耐德漏电保护器,Sheet1:120,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,true,false,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,冲突-低精度,1.00,single_candidate
REVIEW-MAT-00077,空气开关,电气与自动化/低压电器/低压电器,品牌: 施耐德；极数: 3P；电流: 63A,个,1,1,3P*63A施耐德空气开关,Sheet1:121,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,true,false,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,冲突-低精度,1.00,single_candidate
REVIEW-MAT-00078,不锈钢洗脸盆,工程建材/其他/洁具,材质: 不锈钢；长度: 2米；特征: 加厚,台,1,1,2米加厚不锈钢洗脸盆,Sheet1:125,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,construction_material,工程建材,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;human_review_group
REVIEW-MAT-00079,大弯水龙头,工程建材/水暖建材/水暖五金,类型: 大弯,个,1,1,大弯水龙头,Sheet1:126,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00080,洗脸盆下水管,工程建材/其他/洁具配件,用途: 洗脸盆；类型: 下水管,套,2,1,洗脸盆下水管,Sheet1:127；Sheet1:194,C,C-补关键规格,missing_specs,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,未满足当前分组的关键规格模板。,确认规格、材质/强度等级、尺寸和包装单位。,construction_material,工程建材,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;source_status_contains_merge;human_review_group
REVIEW-MAT-00081,沙子,工程建材/水泥砂石/水泥砂石,包装: 大包,包,1,1,大包沙子,Sheet1:129,C,C-补关键规格,missing_specs,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,未满足当前分组的关键规格模板。,确认规格、材质/强度等级、尺寸和包装单位。,construction_material,工程建材,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00082,石子,工程建材/水泥砂石/水泥砂石,包装: 大包,包,1,1,大包石子,Sheet1:130,C,C-补关键规格,missing_specs,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,未满足当前分组的关键规格模板。,确认规格、材质/强度等级、尺寸和包装单位。,construction_material,工程建材,rules_yaml,,false,false,false,true,true,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00083,帆布手套,劳保用品/手部防护/手套,类型: 双重/双层帆布,双,1,1,双重帆布手套,Sheet1:131,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认类型、规格、材质和安全等级。,safety,安防劳保,rules_yaml,,false,false,false,true,false,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,冲突-低精度,1.00,single_candidate
REVIEW-MAT-00084,铜挂锁,五金备件/门锁锁具/门锁锁具,材质: 铜,个,1,1,铜挂锁,Sheet1:132,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00085,扫把,行政办公与清洁/清洁用品/清洁工具耗材,类型: 扫把,个,1,1,扫把,Sheet1:133,D,D-阻塞冲突,alias_conflict,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,office_cleaning,行政办公与清洁,rules_yaml,,true,true,false,false,true,false,alias_conflict；specs_conflict,alias_conflict；specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00088,冷热水龙头,工程建材/水暖建材/水暖五金,规格: 4分；类型: 冷热,个,2,1,4分冷热水龙头,Sheet1:140；Sheet1:379,D,D-阻塞冲突,unit_conflict,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,pipe_and_fitting,管材管件,rules_yaml,,true,false,true,true,true,false,low_precision_conflict；unit_conflict,low_precision_conflict；unit_conflict,需复核-人工标记,0.70,single_candidate;source_status_contains_merge;low_precision
REVIEW-MAT-00089,PPR过桥弯,工程建材/水暖建材/水暖五金,品牌: 公元；规格: 25；类型: 过桥弯,个,1,1,公元25PPR过桥弯,Sheet1:142,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00090,PPR异径直接,工程建材/水暖建材/水暖五金,规格: 32*25；类型: 大小头/异径,个,1,1,PPR32*25大小头,Sheet1:146,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00091,电缆,电气与自动化/电线电缆与敷设/电线电缆,品牌: 起帆；规格: 3*6+1,米,1,1,3*6+1起帆电缆,Sheet1:147,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00092,铜鼻子,电气与自动化/接线连接/接线端子,规格: 100A；材质: 铜,个,1,1,100A铜鼻子,Sheet1:148,D,D-阻塞冲突,alias_conflict,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,electrical,电气与自动化,rules_yaml,,true,true,false,false,false,false,alias_conflict；specs_conflict,alias_conflict；specs_conflict,冲突-别名一对多,1.00,single_candidate
REVIEW-MAT-00093,铜鼻子,电气与自动化/接线连接/接线端子,规格: 200A；材质: 铜,个,1,1,200A铜鼻子,Sheet1:149,D,D-阻塞冲突,alias_conflict,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,electrical,电气与自动化,rules_yaml,,true,true,false,false,false,false,alias_conflict；specs_conflict,alias_conflict；specs_conflict,冲突-别名一对多,1.00,single_candidate
REVIEW-MAT-00094,垃圾袋,行政办公与清洁/清洁用品/清洁工具耗材,规格: 大,个,4,1,大垃圾袋,Sheet1:150；Sheet1:222；Sheet1:236；Sheet1:364,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,office_cleaning,行政办公与清洁,rules_yaml,,false,false,false,true,true,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,需复核-人工标记,0.70,single_candidate;source_status_contains_merge;low_precision
