item_code	item_name	sku_name	required_specs	optional_specs	item_group	top_group	sub_group	material_family	stock_uom	purchase_uom	conversion_factor	estimated_rate	currency	price_basis	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_item_codes	merged_count	governance_note	updated_at
CHEM-000002	涂料	立邦 环保涂料 5合1	系列：5合1；特征：环保		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	桶	1	466.66	CNY	按每桶200元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	立邦环保涂料5合1；涂料	CHEM-000002 涂料 立邦 环保涂料 5合1 系列：5合1；特征：环保 立邦环保涂料5合1；涂料 油漆涂料 立邦	立邦		active	standard	auto_select_allowed	CHEM-000002	1		2026-07-08
CHEM-000003	瞬干胶	瞬干胶 502 20g	型号：502；容量：20g		化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	支	支	1	4.50	CNY	按支计价，每支20g，3元；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	502胶水；502瞬干胶	CHEM-000003 瞬干胶 瞬干胶 502 20g 型号：502；容量：20g 502胶水；502瞬干胶 胶粘密封 502		502	active	standard	auto_select_allowed	CHEM-000003	1		2026-07-08
CHEM-000004	除胶剂	除胶剂 500ML/瓶 得力	容量：500ML/瓶		化工胶粘涂料/清洗脱漆剂	化工胶粘涂料	清洗脱漆剂	清洗脱漆剂	瓶	瓶	1	26.20	CNY	按1瓶500ML估价；按物料族“清洗脱漆剂”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.3100；金额按四舍五入保留两位小数。	得力500ML除胶剂；除胶剂	CHEM-000004 除胶剂 除胶剂 500ML/瓶 得力 容量：500ML/瓶 得力500ML除胶剂；除胶剂 清洗脱漆剂 得力	得力		active	standard	auto_select_allowed	CHEM-000004	1		2026-07-08
CHEM-000005	泡沫填缝剂	泡沫填缝剂 750ml 雨虹	容量：750ml；品牌：雨虹		化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	支	支	1	30.00	CNY	按支计价，每支750ml，20元；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	雨虹高倍发泡胶；发泡胶；泡沫填缝剂；发泡剂；聚氨酯泡沫填缝剂	CHEM-000005 泡沫填缝剂 泡沫填缝剂 750ml 雨虹 容量：750ml；品牌：雨虹 雨虹高倍发泡胶；发泡胶；泡沫填缝剂；发泡剂；聚氨酯泡沫填缝剂 胶粘密封 雨虹	雨虹		active	standard	auto_select_allowed	CHEM-000005	1		2026-07-08
CHEM-000006	防锈润滑剂	防锈润滑剂 WD-40 500ml/瓶	型号：WD-40；容量：500ml/瓶；功能：防锈润滑		化工胶粘涂料/润滑防锈	化工胶粘涂料	润滑防锈	防锈除锈	瓶	瓶	1	124.50	CNY	按1瓶500ml估价；按物料族“防锈除锈”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=3.1125；金额按四舍五入保留两位小数。	WD-40500防锈润滑剂；防锈润滑剂	CHEM-000006 防锈润滑剂 防锈润滑剂 WD-40 500ml/瓶 型号：WD-40；容量：500ml/瓶；功能：防锈润滑 WD-40500防锈润滑剂；防锈润滑剂 防锈除锈 WD-40	WD-40		active	standard	auto_select_allowed	CHEM-000006	1		2026-07-08
CHEM-000007	调和漆	调和漆 铁红 1kg/桶	颜色：铁红；容量：1kg/桶		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	桶	1	46.67	CNY	按1桶1kg估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	铁红调和漆；铁红油漆；调和漆	CHEM-000007 调和漆 调和漆 铁红 1kg/桶 颜色：铁红；容量：1kg/桶 铁红调和漆；铁红油漆；调和漆 油漆涂料			active	standard	auto_select_allowed	CHEM-000007	1		2026-07-08
CHEM-000008	调和漆	调和漆 白色 1kg/桶	颜色：白色；容量：1kg/桶		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	桶	1	58.33	CNY	按1桶1kg估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	白色调和油漆；调和油漆；白色调和漆；调和漆	CHEM-000008 调和漆 调和漆 白色 1kg/桶 颜色：白色；容量：1kg/桶 白色调和油漆；调和油漆；白色调和漆；调和漆 油漆涂料			active	standard	auto_select_allowed	CHEM-000008	1		2026-07-08
CHEM-000009	自喷漆	三和 黄色自喷漆 400ml	颜色：黄色；容量：400ml		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	瓶	瓶	1	28.00	CNY	按每瓶12元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	三和黄色喷漆；喷漆	CHEM-000009 自喷漆 三和 黄色自喷漆 400ml 颜色：黄色；容量：400ml 三和黄色喷漆；喷漆 油漆涂料 三和	三和		active	standard	auto_select_allowed	CHEM-000009	1		2026-07-08
CHEM-000010	自喷漆	三和 天蓝色自喷漆 400ml	颜色：天蓝色；容量：400ml		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	瓶	瓶	1	28.00	CNY	按每瓶12元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	三和天蓝色喷漆；喷漆；天蓝色自喷漆；自喷漆	CHEM-000010 自喷漆 三和 天蓝色自喷漆 400ml 颜色：天蓝色；容量：400ml 三和天蓝色喷漆；喷漆；天蓝色自喷漆；自喷漆 油漆涂料 三和	三和		active	standard	auto_select_allowed	CHEM-000010	1		2026-07-08
CHEM-000011	防锈漆	防锈漆 铁红 18KG/桶	颜色：铁红；包装：18KG/桶		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	桶	1	350.00	CNY	按1桶18KG估价，无品牌；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	铁红防锈漆；防锈漆	CHEM-000011 防锈漆 防锈漆 铁红 18KG/桶 颜色：铁红；包装：18KG/桶 铁红防锈漆；防锈漆 油漆涂料			active	standard	auto_select_allowed	CHEM-000011	1		2026-07-08
CHEM-000012	松香水	松香水 12KG/桶	包装：12KG/桶		化工胶粘涂料/清洗脱漆剂	化工胶粘涂料	清洗脱漆剂	清洗脱漆剂	桶	桶	1	104.80	CNY	按1桶12KG估价；按物料族“清洗脱漆剂”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.3100；金额按四舍五入保留两位小数。	松香水；松香水12KG	CHEM-000012 松香水 松香水 12KG/桶 包装：12KG/桶 松香水；松香水12KG 清洗脱漆剂			active	standard	auto_select_allowed	CHEM-000012	1		2026-07-08
CHEM-000014	黄油嘴接头	黄油嘴接头 M10×1 不锈钢	材质：不锈钢；螺纹规格：M10×1		设备备件/润滑配件	设备备件	润滑配件	润滑配件	个	个	1	1.29	CNY	按1个估价；按物料族“润滑配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.1607；金额按四舍五入保留两位小数。	不锈钢黄油嘴接头	CHEM-000014 黄油嘴接头 黄油嘴接头 M10×1 不锈钢 材质：不锈钢；螺纹规格：M10×1 不锈钢黄油嘴接头 润滑配件			active	standard	auto_select_allowed	CHEM-000014	1		2026-07-08
CHEM-000015	黄油嘴弯头	黄油嘴弯头 90° R1/4 不锈钢	材质：不锈钢；螺纹规格：R1/4；角度：90°		设备备件/润滑配件	设备备件	润滑配件	润滑配件	个	个	1	1.61	CNY	按1个估价；按物料族“润滑配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.1607；金额按四舍五入保留两位小数。	不锈钢黄油嘴弯头	CHEM-000015 黄油嘴弯头 黄油嘴弯头 90° R1/4 不锈钢 材质：不锈钢；螺纹规格：R1/4；角度：90° 不锈钢黄油嘴弯头 润滑配件			active	standard	auto_select_allowed	CHEM-000015	1		2026-07-08
CHEM-000017	自喷漆	三和 灰色自喷漆 400ml	颜色：灰色；容量：400ml		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	瓶	瓶	1	28.00	CNY	按每瓶12元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	灰色三和喷漆；自喷漆；三和灰色喷漆；三和灰色自喷漆	CHEM-000017 自喷漆 三和 灰色自喷漆 400ml 颜色：灰色；容量：400ml 灰色三和喷漆；自喷漆；三和灰色喷漆；三和灰色自喷漆 油漆涂料 三和	三和		active	standard	auto_select_allowed	CHEM-000017	1		2026-07-08
CHEM-000018	自喷漆	三和 黑色自喷漆 400ml	颜色：黑色；容量：400ml		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	瓶	瓶	1	28.00	CNY	按每瓶12元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	黑色三和喷漆；自喷漆；黑色自喷漆	CHEM-000018 自喷漆 三和 黑色自喷漆 400ml 颜色：黑色；容量：400ml 黑色三和喷漆；自喷漆；黑色自喷漆 油漆涂料 三和	三和		active	standard	auto_select_allowed	CHEM-000018	1		2026-07-08
CHEM-000019	脱漆剂	脱漆剂 1L/瓶	容量：1L/瓶		化工胶粘涂料/清洗脱漆剂	化工胶粘涂料	清洗脱漆剂	清洗脱漆剂	瓶	瓶	1	32.75	CNY	按1瓶1L估价；按物料族“清洗脱漆剂”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.3100；金额按四舍五入保留两位小数。	高效脱漆剂；脱漆剂	CHEM-000019 脱漆剂 脱漆剂 1L/瓶 容量：1L/瓶 高效脱漆剂；脱漆剂 清洗脱漆剂			active	standard	auto_select_allowed	CHEM-000019	1		2026-07-08
CHEM-000020	电气清洗剂	电气清洗剂 1KG/瓶	适用对象：电力设备；包装：1KG/瓶		化工胶粘涂料/清洗脱漆剂	化工胶粘涂料	清洗脱漆剂	清洗脱漆剂	瓶	瓶	1	39.30	CNY	按1瓶1KG估价；按物料族“清洗脱漆剂”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.3100；金额按四舍五入保留两位小数。	电力清洗剂	CHEM-000020 电气清洗剂 电气清洗剂 1KG/瓶 适用对象：电力设备；包装：1KG/瓶 电力清洗剂 清洗脱漆剂			active	standard	auto_select_allowed	CHEM-000020	1		2026-07-08
CHEM-000021	黄油泵	黄油泵 8L 4出口	容量：8L；出口数：4出口；驱动：电动；电压：220V		施工机具设备/泵油润滑设备	施工机具设备	泵油润滑设备	泵油润滑设备	台	台	1	1600.05	CNY	按台估价；按物料族“泵油润滑设备”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.0667；金额按四舍五入保留两位小数。	8升4出口多点黄油泵；多点黄油泵；自动电动油脂泵；电动油脂泵	CHEM-000021 黄油泵 黄油泵 8L 4出口 容量：8L；出口数：4出口；驱动：电动；电压：220V 8升4出口多点黄油泵；多点黄油泵；自动电动油脂泵；电动油脂泵 泵油润滑设备			active	standard	auto_select_allowed	CHEM-000021	1		2026-07-08
CHEM-000022	AB胶	AB胶 50ml/套	容量：50ml/套；包装数量：1套		化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	套	套	1	15.00	CNY	按1套50ml估价；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	卡夹特AB胶；AB胶；三和AB胶	CHEM-000022 AB胶 AB胶 50ml/套 容量：50ml/套；包装数量：1套 卡夹特AB胶；AB胶；三和AB胶 胶粘密封 卡夹特；三和	卡夹特；三和		active	standard	auto_select_allowed	CHEM-000022	1		2026-07-08
CHEM-000023	调和漆	调和漆 黄色 1kg/桶	颜色：黄色；容量：1kg/桶		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	桶	1	58.33	CNY	按1桶1kg估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	黄色调和漆；调和漆	CHEM-000023 调和漆 调和漆 黄色 1kg/桶 颜色：黄色；容量：1kg/桶 黄色调和漆；调和漆 油漆涂料			active	standard	auto_select_allowed	CHEM-000023	1		2026-07-08
CHEM-000025	玻璃胶	玻璃胶 白色 300ml 中性	颜色：白色；容量：300ml；固化方式：中性		化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	支	支	1	18.00	CNY	按支计价，每支300ml，12元；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	白色玻璃胶；玻璃胶	CHEM-000025 玻璃胶 玻璃胶 白色 300ml 中性 颜色：白色；容量：300ml；固化方式：中性 白色玻璃胶；玻璃胶 胶粘密封			active	standard	auto_select_allowed	CHEM-000025	1		2026-07-08
CHEM-000026	密封胶	密封胶 588 300ml	型号：588；容量：300ml		化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	支	支	1	12.00	CNY	按支计价，每支300ml，8元；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	588胶；588密封胶	CHEM-000026 密封胶 密封胶 588 300ml 型号：588；容量：300ml 588胶；588密封胶 胶粘密封 588		588	active	standard	auto_select_allowed	CHEM-000026	1		2026-07-08
CHEM-000027	双面胶带	双面胶带 10mm*30m 通用型	宽度：10mm；长度：30m；类型：通用型		化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	卷	卷	1	15.00	CNY	按卷计价，每卷10元；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	双面胶	CHEM-000027 双面胶带 双面胶带 10mm*30m 通用型 宽度：10mm；长度：30m；类型：通用型 双面胶 胶粘密封			active	standard	auto_select_allowed	CHEM-000027	1		2026-07-08
CHEM-000028	固化剂	固化剂 地坪面漆	配套体系：地坪漆；配套层次：面漆		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	千克	千克	1	70.00	CNY	按每千克30元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	地坪漆面漆固化剂	CHEM-000028 固化剂 固化剂 地坪面漆 配套体系：地坪漆；配套层次：面漆 地坪漆面漆固化剂 油漆涂料			active	standard	auto_select_allowed	CHEM-000028	1		2026-07-08
CHEM-000029	底漆	好地坪漆 地坪底漆 20KG	包装：20KG；配套体系：地坪漆		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	桶	1	419.99	CNY	按每桶180元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	好地坪漆底漆；地坪漆底漆；好地坪漆底漆20KG	CHEM-000029 底漆 好地坪漆 地坪底漆 20KG 包装：20KG；配套体系：地坪漆 好地坪漆底漆；地坪漆底漆；好地坪漆底漆20KG 油漆涂料 好地坪漆	好地坪漆		active	standard	auto_select_allowed	CHEM-000029	1		2026-07-08
CHEM-000030	固化剂	固化剂 地坪底漆	配套体系：地坪漆；配套层次：底漆		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	千克	千克	1	70.00	CNY	按每千克30元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	地坪漆底漆固化剂	CHEM-000030 固化剂 固化剂 地坪底漆 配套体系：地坪漆；配套层次：底漆 地坪漆底漆固化剂 油漆涂料			active	standard	auto_select_allowed	CHEM-000030	1		2026-07-08
CHEM-000031	美纹纸胶带	美纹纸胶带 5cm 黄色	宽度：5cm；颜色：黄色		包装覆盖周转/胶带标签	包装覆盖周转	胶带标签	胶带标签	米	米	1	1.20	CNY	按每米2元估价；按物料族“胶带标签”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.6000；金额按四舍五入保留两位小数。	黄色美纹纸5CM；美纹纸	CHEM-000031 美纹纸胶带 美纹纸胶带 5cm 黄色 宽度：5cm；颜色：黄色 黄色美纹纸5CM；美纹纸 胶带标签			active	standard	auto_select_allowed	CHEM-000031	1		2026-07-08
