item_code	item_name	sku_name	required_specs	optional_specs	item_group	top_group	sub_group	material_family	stock_uom	purchase_uom	conversion_factor	estimated_rate	currency	price_basis	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_item_codes	merged_count	governance_note	updated_at	v05_original_item_name	v05_type_id	v05_standard_name	v05_decision	v05_review	v05_validation	v05_attribute_template	v05_issues
ADMIN-000048	烟灰桶	不锈钢烟灰桶	材质：304不锈钢		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	个	个	1	19.00	CNY	按个计价；按物料族“清洁工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.4750；金额按四舍五入保留两位小数。	不锈钢烟灰桶；烟灰桶	ADMIN-000048 烟灰桶 不锈钢烟灰桶 材质：304不锈钢 不锈钢烟灰桶；烟灰桶 清洁工具			active	standard	auto_select_allowed	ADMIN-000048	1	v0.5标准类型：MT-E6781F281E7C；旧名称：烟灰桶	2026-07-08	烟灰桶	MT-E6781F281E7C	烟灰桶	keep：名称稳定；材质和尺寸作为SKU属性。	清洁工具族各类型和名称决定均基于证据，边界清晰，属性模板足以区分现有采购SKU。	frozen	材质(optional)；口径(optional)	
ADMIN-000050	油污清洗剂	油污清洗剂 重油污 30KG/桶	包装：30KG/桶；用途：重油污		化工胶粘涂料/清洗脱漆剂	化工胶粘涂料	清洗脱漆剂	清洗脱漆剂	桶	桶	1	196.50	CNY	按1桶30KG估价；按物料族“清洗脱漆剂”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.3100；金额按四舍五入保留两位小数。	重油污除污剂30KG;重油污除污剂;除污剂	ADMIN-000050 油污清洗剂 油污清洗剂 重油污 30KG/桶 包装：30KG/桶；用途：重油污 重油污除污剂30KG;重油污除污剂;除污剂 清洗脱漆剂			active	standard	auto_select_allowed	ADMIN-000050	1	v0.5标准类型：MT-9E65A5E71B56；旧名称：油污清洗剂	2026-07-08	油污清洗剂	MT-9E65A5E71B56	油污清洗剂	keep：油污清洗剂为独立去油污清洗剂类型。	各类清洗脱漆剂类型定义清楚，容量、包装、用途、适用对象等属性覆盖原SKU，旧名称全部覆盖。	frozen	包装(optional)；用途(optional)；品牌(optional)	
ADMIN-000051	洗洁精	洗洁精 3KG	容量：3KG		清洁办公后勤/清洁用品	清洁办公后勤	清洁用品	清洁用品	桶	桶	1	27.30	CNY	按3KG桶装估价；按物料族“清洁用品”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.9750；金额按四舍五入保留两位小数。	洗洁精3KG；洗洁精	ADMIN-000051 洗洁精 洗洁精 3KG 容量：3KG 洗洁精3KG；洗洁精 清洁用品			active	standard	auto_select_allowed	ADMIN-000051	1	v0.5标准类型：MT-533BD564EE08；旧名称：洗洁精	2026-07-08	洗洁精	MT-533BD564EE08	洗洁精	keep：洗涤剂类型独立，容量归SKU属性。	清洁用品类型定义清晰，容量/尺寸等属性覆盖完整。	frozen	容量(required)	
ADMIN-000053	牙膏	牙膏	规格：通用		清洁办公后勤/生活后勤	清洁办公后勤	生活后勤	生活后勤	支	支	1	7.50	CNY	按支估价；按物料族“生活后勤”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=0.7500；金额按四舍五入保留两位小数。		ADMIN-000053 牙膏 牙膏 规格：通用 生活后勤			active	needs_review	auto_select_allowed	ADMIN-000053	1		2026-07-08	牙膏			keep：牙膏类别稳定。	名称覆盖完整，类型边界总体清晰；但水壶/热水壶合并后目标定义将SKU断言为非电热，属无依据推断，需修正。	review_required		该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
ADMIN-000054	拖鞋	拖鞋 均码	材质：EVA；尺码：均码		清洁办公后勤/生活后勤	清洁办公后勤	生活后勤	生活后勤	双	双	1	11.25	CNY	按双估价；按物料族“生活后勤”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=0.7500；金额按四舍五入保留两位小数。		ADMIN-000054 拖鞋 拖鞋 均码 材质：EVA；尺码：均码 生活后勤			active	needs_review	auto_select_allowed	ADMIN-000054	1		2026-07-08	拖鞋			keep：拖鞋类别稳定。	名称覆盖完整，类型边界总体清晰；但水壶/热水壶合并后目标定义将SKU断言为非电热，属无依据推断，需修正。	review_required		该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
ADMIN-000056	垃圾桶	垃圾桶 30L	容量：30L；材质：塑料		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	个	个	1	14.25	CNY	按个计价；按物料族“清洁工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.4750；金额按四舍五入保留两位小数。	垃圾桶	ADMIN-000056 垃圾桶 垃圾桶 30L 容量：30L；材质：塑料 垃圾桶 清洁工具			active	standard	auto_select_allowed	ADMIN-000056	1	v0.5标准类型：MT-40FB771794DF；旧名称：垃圾桶	2026-07-08	垃圾桶	MT-40FB771794DF	垃圾桶	keep：名称稳定；容量、材质和配置作为SKU属性。	清洁工具族各类型和名称决定均基于证据，边界清晰，属性模板足以区分现有采购SKU。	frozen	容量(optional)；材质(optional)；配置(optional)	
ADMIN-000057	记号笔	记号笔 红色	颜色：红色；类型：油性		清洁办公后勤/办公文具	清洁办公后勤	办公文具	办公文具	支	支	1	2.00	CNY	按支计价；按物料族“办公文具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.0000；金额按四舍五入保留两位小数。	红色油性记号笔；油性记号笔	ADMIN-000057 记号笔 记号笔 红色 颜色：红色；类型：油性 红色油性记号笔；油性记号笔 办公文具			active	standard	auto_select_allowed	ADMIN-000057	1	v0.5标准类型：MT-CA02AD4C115E；旧名称：记号笔	2026-07-08	记号笔	MT-CA02AD4C115E	记号笔	keep：记号笔类型稳定，颜色归SKU属性。	笔类类型定义清晰，属性覆盖笔尖规格、颜色等区分维度。	frozen	颜色(required)；墨水类型(optional)	
ADMIN-000058	垃圾袋	垃圾袋 黑色 120*140cm	尺寸：120*140cm；颜色：黑色		清洁办公后勤/清洁用品	清洁办公后勤	清洁用品	清洁用品	个	个	1	0.98	CNY	按个计价；按物料族“清洁用品”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.9750；金额按四舍五入保留两位小数。	黑色垃圾袋1.2米*1.4米；垃圾袋	ADMIN-000058 垃圾袋 垃圾袋 黑色 120*140cm 尺寸：120*140cm；颜色：黑色 黑色垃圾袋1.2米*1.4米；垃圾袋 清洁用品			active	standard	auto_select_allowed	ADMIN-000058	1	v0.5标准类型：MT-05F875FF3F83；旧名称：垃圾袋	2026-07-08	垃圾袋	MT-05F875FF3F83	垃圾袋	keep：类型稳定，尺寸/厚度/颜色归SKU属性。	清洁用品类型定义清晰，容量/尺寸等属性覆盖完整。	frozen	口径(required)；厚度(optional)；颜色(optional)	
ADMIN-000060	洗洁精	洗洁精 2KG	容量：2KG		清洁办公后勤/清洁用品	清洁办公后勤	清洁用品	清洁用品	桶	桶	1	19.50	CNY	按2KG桶装估价；按物料族“清洁用品”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.9750；金额按四舍五入保留两位小数。	洗洁精2KG；洗洁精	ADMIN-000060 洗洁精 洗洁精 2KG 容量：2KG 洗洁精2KG；洗洁精 清洁用品			active	standard	auto_select_allowed	ADMIN-000060	1	v0.5标准类型：MT-533BD564EE08；旧名称：洗洁精	2026-07-08	洗洁精	MT-533BD564EE08	洗洁精	keep：洗涤剂类型独立，容量归SKU属性。	清洁用品类型定义清晰，容量/尺寸等属性覆盖完整。	frozen	容量(required)	
ADMIN-000061	铅笔	铅笔 2B	规格：2B		清洁办公后勤/办公文具	清洁办公后勤	办公文具	办公文具	支	支	1	0.50	CNY	按支计价；按物料族“办公文具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.0000；金额按四舍五入保留两位小数。	2B铅笔；铅笔	ADMIN-000061 铅笔 铅笔 2B 规格：2B 2B铅笔；铅笔 办公文具			active	standard	auto_select_allowed	ADMIN-000061	1	v0.5标准类型：MT-E4F385D3AC19；旧名称：铅笔	2026-07-08	铅笔	MT-E4F385D3AC19	铅笔	keep：铅笔类型稳定，硬度规格归SKU属性。	笔类类型定义清晰，属性覆盖笔尖规格、颜色等区分维度。	frozen	等级(required)	
ADMIN-000062	吸油棉	复合吸油棉 400*500*5mm	规格/尺寸：400*500*5mm；材质：复合		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	张	张	1	2.85	CNY	按张计价；按物料族“清洁工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.4750；金额按四舍五入保留两位小数。	复合吸油棉400*500*5；复合吸油棉	ADMIN-000062 吸油棉 复合吸油棉 400*500*5mm 规格/尺寸：400*500*5mm；材质：复合 复合吸油棉400*500*5；复合吸油棉 清洁工具			active	standard	auto_select_allowed	ADMIN-000062	1	v0.5标准类型：MT-D26523FE2B24；旧名称：吸油棉	2026-07-08	吸油棉	MT-D26523FE2B24	吸油棉	keep：名称稳定；材质和尺寸作为SKU属性。	清洁工具族各类型和名称决定均基于证据，边界清晰，属性模板足以区分现有采购SKU。	frozen	材质(optional)；口径(optional)	
ADMIN-000064	圆桌	圆桌 1.5米折叠	直径：1.5米；结构：折叠；材质：木质		清洁办公后勤/生活后勤	清洁办公后勤	生活后勤	生活后勤	张	张	1	187.50	CNY	按张估价；按物料族“生活后勤”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=0.7500；金额按四舍五入保留两位小数。	1.5米折叠圆桌；折叠圆桌	ADMIN-000064 圆桌 圆桌 1.5米折叠 直径：1.5米；结构：折叠；材质：木质 1.5米折叠圆桌；折叠圆桌 生活后勤			active	needs_review	auto_select_allowed	ADMIN-000064	1		2026-07-08	圆桌			keep：圆形桌按直径和结构区分。	名称覆盖完整，类型边界总体清晰；但水壶/热水壶合并后目标定义将SKU断言为非电热，属无依据推断，需修正。	review_required		该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
ADMIN-000065	办公桌	办公桌 1.4米*0.6米 实木	尺寸：1.4米*0.6米；材质：实木		清洁办公后勤/生活后勤	清洁办公后勤	生活后勤	生活后勤	张	张	1	300.00	CNY	按张估价；按物料族“生活后勤”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=0.7500；金额按四舍五入保留两位小数。	实木办公桌1.4米*0.6米；办公桌	ADMIN-000065 办公桌 办公桌 1.4米*0.6米 实木 尺寸：1.4米*0.6米；材质：实木 实木办公桌1.4米*0.6米；办公桌 生活后勤			active	needs_review	auto_select_allowed	ADMIN-000065	1		2026-07-08	办公桌			keep：办公桌用途明确。	名称覆盖完整，类型边界总体清晰；但水壶/热水壶合并后目标定义将SKU断言为非电热，属无依据推断，需修正。	review_required		该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
ADMIN-000066	吸尘器	手持吸尘器	类型：手持；额定功率：100W		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	台	台	1	142.50	CNY	按台计价；按物料族“清洁工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.4750；金额按四舍五入保留两位小数。	小米大功率手持吸尘器；手持吸尘器	ADMIN-000066 吸尘器 手持吸尘器 类型：手持；额定功率：100W 小米大功率手持吸尘器；手持吸尘器 清洁工具 小米	小米		active	standard	auto_select_allowed	ADMIN-000066	1	v0.5标准类型：MT-8476FBB13E91；旧名称：吸尘器	2026-07-08	吸尘器	MT-8476FBB13E91	吸尘器	keep：名称稳定；样式和功率作为SKU属性。	清洁工具族各类型和名称决定均基于证据，边界清晰，属性模板足以区分现有采购SKU。	frozen	样式(optional)；额定功率(optional)	
ADMIN-000067	垃圾桶	垃圾桶 240L 带盖带轮	容量：240L；配置：带盖、带轮；材质：塑料		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	个	个	1	71.25	CNY	按个计价；按物料族“清洁工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.4750；金额按四舍五入保留两位小数。	240L垃圾桶带盖轮	ADMIN-000067 垃圾桶 垃圾桶 240L 带盖带轮 容量：240L；配置：带盖、带轮；材质：塑料 240L垃圾桶带盖轮 清洁工具			active	standard	auto_select_allowed	ADMIN-000067	1	v0.5标准类型：MT-40FB771794DF；旧名称：垃圾桶	2026-07-08	垃圾桶	MT-40FB771794DF	垃圾桶	keep：名称稳定；容量、材质和配置作为SKU属性。	清洁工具族各类型和名称决定均基于证据，边界清晰，属性模板足以区分现有采购SKU。	frozen	容量(optional)；材质(optional)；配置(optional)	
ADMIN-000070	记录本	记录本 A4	规格：A4；页数：50页		清洁办公后勤/办公文具	清洁办公后勤	办公文具	办公文具	本	本	1	10.00	CNY	按本计价；按物料族“办公文具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.0000；金额按四舍五入保留两位小数。	设备维修保养记录本	ADMIN-000070 记录本 记录本 A4 规格：A4；页数：50页 设备维修保养记录本 办公文具			active	standard	auto_select_allowed	ADMIN-000070	1	v0.5标准类型：MT-04DCB71A5950；旧名称：记录本	2026-07-08	记录本	MT-04DCB71A5950	记录本	keep：记录本类型稳定，规格和页数归SKU属性。	笔类类型定义清晰，属性覆盖笔尖规格、颜色等区分维度。	frozen	规格/口径(required)；页数(optional)	
ADMIN-000072	扫把	扫把 塑料	材质：塑料		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	把	把	1	4.75	CNY	按把计价；按物料族“清洁工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.4750；金额按四舍五入保留两位小数。	塑料扫把；扫把	ADMIN-000072 扫把 扫把 塑料 材质：塑料 塑料扫把；扫把 清洁工具			active	standard	auto_select_allowed	ADMIN-000072	1	v0.5标准类型：MT-C50DDC6D6023；旧名称：扫把	2026-07-08	扫把	MT-C50DDC6D6023	扫把	keep：名称稳定；材质和规格作为SKU属性。	清洁工具族各类型和名称决定均基于证据，边界清晰，属性模板足以区分现有采购SKU。	frozen	材质(optional)；规格(optional)	
CHEM-000001	聚氨酯堵漏剂	聚氨酯堵漏剂 20kg/桶	规格/口径：20kg/桶		化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	桶	桶	1	300.00	CNY	按桶计价，每桶20kg，200元；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	聚氨酯堵漏剂20KG；聚氨酯堵漏剂	CHEM-000001 聚氨酯堵漏剂 聚氨酯堵漏剂 20kg/桶 规格/口径：20kg/桶 聚氨酯堵漏剂20KG；聚氨酯堵漏剂 胶粘密封			active	needs_review	auto_select_allowed	CHEM-000001	1		2026-07-08	聚氨酯堵漏剂			keep：聚氨酯堵漏剂与水泥基堵漏剂商品结构不同，保持独立。	密封胶和聚氨酯堵漏剂类型存在属性模板或边界重叠问题，需revise；其余类型及全部名称决定通过。	review_required		type属性（油性/水性）设为required，但现有SKU中20kg/桶、主剂、副剂均未提供该属性，无法建模，应改为optional。；该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
CHEM-000002	涂料	立邦 环保涂料 5合1	系列：5合1；特征：环保		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	桶	1	466.66	CNY	按每桶200元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	立邦环保涂料5合1；涂料	CHEM-000002 涂料 立邦 环保涂料 5合1 系列：5合1；特征：环保 立邦环保涂料5合1；涂料 油漆涂料 立邦	立邦		active	standard	auto_select_allowed	CHEM-000002	1	v0.5标准类型：MT-F0BD53D94D9C；旧名称：涂料	2026-07-08	涂料	MT-F0BD53D94D9C	涂料	keep：源证据只有系列和环保特征，不足以支持并入乳胶漆；保留为未定成膜类型涂料。	类型边界清楚，旧名称全部覆盖，标准名未混入品牌、尺寸或包装。	frozen	品牌(optional)；系列(optional)；特征(optional)；包装容量(optional)	
